game_started,game_count,games,minutes,gk_saves,clearances,tackles,assisted_shots,fouled,shots,crosses,shots_on_target,passes,interceptions,fouls,goals,assists,cards_yellow,dayofweek,comp,round,venue,result,team,opponent,position,pens_made,pens_att,cards_red,touches,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,games_l5,minutes_l5,gk_saves_l5,clearances_l5,tackles_l5,assisted_shots_l5,fouled_l5,shots_l5,crosses_l5,shots_on_target_l5,passes_l5,interceptions_l5,fouls_l5,goals_l5,assists_l5,cards_yellow_l5,game_count_l5,passes_l5_minus_szn,opp_passes_against
Y,1,0,90,0,0,0,0,0,2,0,1,27,0,0,0,0,0,Sat,Premier League,Matchweek 1,Home,L 0-1,Everton,Fulham,FW,0.0,0.0,0.0,36.0,2.0,0.6,0.6,0.8,3.0,0.0,22.0,81.5,3.0,20.0,3.0,2.0,0.0,Match Report,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0267363734970107
Y,2,0,89,0,0,1,0,0,1,0,0,26,1,0,0,0,0,Sun,Premier League,Matchweek 2,Away,L 0-4,Everton,Aston Villa,"CM,FW",0.0,0.0,0.0,30.0,0.0,0.1,0.1,0.0,1.0,0.0,21.0,80.8,2.0,18.0,2.0,2.0,2.0,Match Report,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8960103634933608
Y,3,0,90,0,0,6,0,0,1,0,1,31,1,0,0,0,0,Sat,Premier League,Matchweek 3,Home,L 0-1,Everton,Wolves,CM,0.0,0.0,0.0,48.0,3.0,0.2,0.2,0.0,3.0,0.0,26.0,83.9,4.0,30.0,2.0,3.0,1.0,Match Report,0.0,89.5,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.5,26.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,89.5,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.5,26.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.0417469888808353
Y,4,0,90,0,0,1,0,0,4,0,3,47,0,0,1,0,1,Sat,Premier League,Matchweek 4,Away,D 2-2,Everton,Sheffield Utd,FW,0.0,0.0,0.0,57.0,2.0,1.1,1.1,0.2,3.0,1.0,37.0,78.7,3.0,31.0,3.0,1.0,1.0,Match Report,0.0,89.66666666666667,0.0,0.0,2.3333333333333335,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,28.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,89.66666666666667,0.0,0.0,2.3333333333333335,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,28.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,1.2632049720093148
Y,5,0,79,0,0,4,0,0,0,0,0,17,0,0,0,0,0,Sun,Premier League,Matchweek 5,Home,L 0-1,Everton,Arsenal,CM,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,64.7,1.0,16.0,2.0,2.0,1.0,Match Report,0.0,89.75,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.25,32.75,0.5,0.0,0.25,0.0,0.25,2.5,0.0,89.75,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.25,32.75,0.5,0.0,0.25,0.0,0.25,2.5,0.0,0.834888371399637
Y,6,0,90,0,0,0,0,0,2,0,1,47,1,0,1,0,0,Sat,Premier League,Matchweek 6,Away,W 3-1,Everton,Brentford,"FW,CM",0.0,0.0,0.0,55.0,0.0,0.1,0.1,0.0,3.0,0.0,37.0,78.7,2.0,34.0,1.0,0.0,0.0,Match Report,0.0,87.6,0.0,0.0,2.4,0.0,0.0,1.6,0.0,1.0,29.6,0.4,0.0,0.2,0.0,0.2,3.0,0.0,87.6,0.0,0.0,2.4,0.0,0.0,1.6,0.0,1.0,29.6,0.4,0.0,0.2,0.0,0.2,3.0,0.0,1.0532105752869751
Y,7,0,59,0,0,0,0,0,1,0,1,41,0,0,0,0,0,Sat,Premier League,Matchweek 7,Home,L 1-2,Everton,Luton Town,FW,0.0,0.0,0.0,51.0,2.0,0.4,0.4,0.2,5.0,1.0,36.0,87.8,4.0,27.0,4.0,1.0,1.0,Match Report,0.0,88.0,0.0,0.0,2.0,0.0,0.0,1.6666666666666667,0.0,1.0,32.5,0.5,0.0,0.3333333333333333,0.0,0.16666666666666666,3.5,0.0,87.6,0.0,0.0,2.4,0.0,0.0,1.6,0.0,1.0,33.6,0.6,0.0,0.4,0.0,0.2,4.0,1.1000000000000014,1.0757779045797797
Y,8,0,89,0,0,2,0,0,5,0,3,39,0,0,1,0,0,Sat,Premier League,Matchweek 8,Home,W 3-0,Everton,Bournemouth,FW,0.0,0.0,0.0,53.0,1.0,0.7,0.7,0.2,6.0,0.0,34.0,87.2,7.0,31.0,2.0,2.0,2.0,Match Report,0.0,83.85714285714286,0.0,0.0,1.7142857142857142,0.0,0.0,1.5714285714285714,0.0,1.0,33.714285714285715,0.42857142857142855,0.0,0.2857142857142857,0.0,0.14285714285714285,4.0,0.0,81.6,0.0,0.0,2.2,0.0,0.0,1.6,0.0,1.2,36.6,0.4,0.0,0.4,0.0,0.2,5.0,2.885714285714286,1.0297693403040162
Y,9,0,90,0,0,2,0,0,0,0,0,20,4,0,0,0,0,Sat,Premier League,Matchweek 9,Away,L 0-2,Everton,Liverpool,"CM,FW",0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,65.0,1.0,15.0,1.0,7.0,4.0,Match Report,0.0,84.5,0.0,0.0,1.75,0.0,0.0,2.0,0.0,1.25,34.375,0.375,0.0,0.375,0.0,0.125,4.5,0.0,81.4,0.0,0.0,1.4,0.0,0.0,2.4,0.0,1.6,38.2,0.2,0.0,0.6,0.0,0.2,6.0,3.825000000000003,0.8006518308324209
Y,10,0,90,0,0,1,0,0,2,0,1,29,1,0,0,0,0,Sun,Premier League,Matchweek 10,Away,W 1-0,Everton,West Ham,FW,0.0,0.0,0.0,46.0,0.0,0.2,0.2,0.0,2.0,0.0,22.0,75.9,1.0,26.0,3.0,2.0,0.0,Match Report,0.0,85.11111111111111,0.0,0.0,1.7777777777777777,0.0,0.0,1.7777777777777777,0.0,1.1111111111111112,32.77777777777778,0.7777777777777778,0.0,0.3333333333333333,0.0,0.1111111111111111,5.0,0.0,81.4,0.0,0.0,1.6,0.0,0.0,1.6,0.0,1.0,32.8,1.0,0.0,0.4,0.0,0.0,7.0,0.02222222222221859,1.2161682833921934
Y,11,0,90,0,0,0,0,0,1,0,1,18,0,0,0,0,1,Sat,Premier League,Matchweek 11,Home,D 1-1,Everton,Brighton,FW,0.0,0.0,0.0,25.0,0.0,0.1,0.1,0.0,2.0,0.0,15.0,83.3,3.0,9.0,2.0,2.0,2.0,Match Report,0.0,85.6,0.0,0.0,1.7,0.0,0.0,1.8,0.0,1.1,32.4,0.8,0.0,0.3,0.0,0.1,5.5,0.0,83.6,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.2,35.2,1.2,0.0,0.4,0.0,0.0,8.0,2.8000000000000043,0.8610541358871941
Y,12,0,90,0,0,1,0,0,1,0,1,24,0,0,1,0,1,Sat,Premier League,Matchweek 12,Away,W 3-2,Everton,Crystal Palace,FW,0.0,0.0,0.0,37.0,1.0,0.7,0.7,0.1,2.0,2.0,20.0,83.3,3.0,20.0,1.0,1.0,0.0,Match Report,0.0,86.0,0.0,0.0,1.5454545454545454,0.0,0.0,1.7272727272727273,0.0,1.0909090909090908,31.09090909090909,0.7272727272727273,0.0,0.2727272727272727,0.0,0.18181818181818182,6.0,0.0,83.6,0.0,0.0,1.0,0.0,0.0,1.8,0.0,1.2,29.4,1.0,0.0,0.2,0.0,0.2,9.0,-1.6909090909090914,1.1941150162700676
Y,13,0,89,0,0,1,0,0,2,0,0,23,0,0,0,0,1,Sun,Premier League,Matchweek 13,Home,L 0-3,Everton,Manchester Utd,FW,0.0,0.0,0.0,30.0,1.0,0.2,0.2,0.3,4.0,0.0,16.0,69.6,2.0,17.0,1.0,1.0,0.0,Match Report,0.0,86.33333333333333,0.0,0.0,1.5,0.0,0.0,1.6666666666666667,0.0,1.0833333333333333,30.5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.25,6.5,0.0,89.8,0.0,0.0,1.2,0.0,0.0,1.8,0.0,1.2,26.0,1.0,0.0,0.4,0.0,0.4,10.0,-4.5,0.9849431190208143
Y,14,0,90,0,0,2,0,0,0,0,0,35,0,0,0,0,0,Sat,Premier League,Matchweek 14,Away,W 1-0,Everton,Nott'ham Forest,FW,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.1,1.0,0.0,19.0,54.3,6.0,17.0,3.0,0.0,0.0,Match Report,0.0,86.53846153846153,0.0,0.0,1.4615384615384615,0.0,0.0,1.6923076923076923,0.0,1.0,29.923076923076923,0.6153846153846154,0.0,0.3076923076923077,0.0,0.3076923076923077,7.0,0.0,89.8,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.6,22.8,1.0,0.0,0.2,0.0,0.6,11.0,-7.123076923076923,1.1842964288101
Y,15,0,90,0,0,3,0,0,3,0,1,35,0,0,1,0,0,Thu,Premier League,Matchweek 15,Home,W 3-0,Everton,Newcastle Utd,CM,0.0,0.0,0.0,48.0,0.0,0.5,0.5,0.1,4.0,0.0,30.0,85.7,3.0,21.0,0.0,1.0,0.0,Match Report,0.0,86.78571428571429,0.0,0.0,1.5,0.0,0.0,1.5714285714285714,0.0,0.9285714285714286,30.285714285714285,0.5714285714285714,0.0,0.2857142857142857,0.0,0.2857142857142857,7.5,0.0,89.8,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.6,25.8,0.2,0.0,0.2,0.0,0.6,12.0,-4.485714285714284,0.9370839309306067
Y,16,0,90,0,0,0,0,0,3,0,1,23,3,0,1,0,0,Sun,Premier League,Matchweek 16,Home,W 2-0,Everton,Chelsea,FW,0.0,0.0,0.0,30.0,0.0,0.2,0.2,0.0,1.0,0.0,15.0,65.2,2.0,18.0,1.0,0.0,0.0,Match Report,0.0,87.0,0.0,0.0,1.6,0.0,0.0,1.6666666666666667,0.0,0.9333333333333333,30.6,0.5333333333333333,0.0,0.3333333333333333,0.0,0.26666666666666666,8.0,0.0,89.8,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.6,27.0,0.0,0.0,0.4,0.0,0.6,13.0,-3.6000000000000014,0.8475343007983385
Y,17,0,45,0,0,0,0,0,0,0,0,12,0,0,0,0,0,Sat,Premier League,Matchweek 17,Away,W 2-0,Everton,Burnley,CM,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,83.3,2.0,9.0,1.0,1.0,1.0,Match Report,0.0,87.1875,0.0,0.0,1.5,0.0,0.0,1.75,0.0,0.9375,30.125,0.6875,0.0,0.375,0.0,0.25,8.5,0.0,89.8,0.0,0.0,1.4,0.0,0.0,1.8,0.0,0.6,28.0,0.6,0.0,0.6,0.0,0.4,14.0,-2.125,1.0392280842445085
Y,18,0,90,0,0,4,0,0,1,0,0,21,1,0,0,0,0,Sun,Premier League,Matchweek 21,Home,D 0-0,Everton,Aston Villa,AM,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.1,2.0,0.0,12.0,57.1,2.0,16.0,2.0,0.0,0.0,Match Report,0.0,84.70588235294117,0.0,0.0,1.411764705882353,0.0,0.0,1.6470588235294117,0.0,0.8823529411764706,29.058823529411764,0.6470588235294118,0.0,0.35294117647058826,0.0,0.23529411764705882,9.0,0.0,80.8,0.0,0.0,1.2,0.0,0.0,1.6,0.0,0.4,25.6,0.6,0.0,0.4,0.0,0.2,15.0,-3.458823529411763,0.8960103634933608
Y,19,0,71,0,0,0,0,0,3,0,1,24,0,0,0,0,0,Mon,Premier League,Matchweek 25,Home,D 1-1,Everton,Crystal Palace,FW,0.0,0.0,0.0,33.0,0.0,0.7,0.7,0.0,1.0,0.0,16.0,66.7,5.0,14.0,0.0,1.0,1.0,Match Report,0.0,85.0,0.0,0.0,1.5555555555555556,0.0,0.0,1.6111111111111112,0.0,0.8333333333333334,28.61111111111111,0.6666666666666666,0.0,0.3333333333333333,0.0,0.2222222222222222,9.5,0.0,81.0,0.0,0.0,1.8,0.0,0.0,1.4,0.0,0.4,25.2,0.8,0.0,0.4,0.0,0.0,16.0,-3.4111111111111114,1.1941150162700676
Y,20,0,88,0,0,1,0,0,1,0,0,20,1,0,0,0,0,Sat,Premier League,Matchweek 26,Away,D 1-1,Everton,Brighton,FW,0.0,0.0,0.0,29.0,1.0,0.1,0.1,0.1,1.0,0.0,15.0,75.0,1.0,20.0,0.0,0.0,0.0,Match Report,0.0,84.26315789473684,0.0,0.0,1.4736842105263157,0.0,0.0,1.6842105263157894,0.0,0.8421052631578947,28.36842105263158,0.631578947368421,0.0,0.3157894736842105,0.0,0.21052631578947367,10.0,0.0,77.2,0.0,0.0,1.4,0.0,0.0,2.0,0.0,0.6,23.0,0.8,0.0,0.4,0.0,0.0,17.0,-5.368421052631579,0.8610541358871941
Y,21,0,89,0,0,0,0,0,1,0,0,29,0,0,0,0,0,Sat,Premier League,Matchweek 27,Home,L 1-3,Everton,West Ham,FW,0.0,0.0,0.0,41.0,2.0,0.2,0.2,0.1,4.0,0.0,24.0,82.8,8.0,24.0,3.0,2.0,0.0,Match Report,0.0,84.44999999999999,0.0,0.0,1.45,0.0,0.0,1.65,0.0,0.8,27.95,0.65,0.0,0.3,0.0,0.2,10.5,0.0,76.8,0.0,0.0,1.0,0.0,0.0,1.6,0.0,0.4,20.0,1.0,0.0,0.2,0.0,0.0,18.0,-7.949999999999999,1.2161682833921934
Y,22,0,60,0,0,1,0,0,2,0,1,15,0,0,0,0,1,Sat,Premier League,Matchweek 28,Away,L 0-2,Everton,Manchester Utd,FW,0.0,0.0,0.0,26.0,0.0,0.2,0.2,0.0,1.0,0.0,10.0,66.7,1.0,17.0,2.0,3.0,0.0,Match Report,0.0,84.66666666666666,0.0,0.0,1.380952380952381,0.0,0.0,1.619047619047619,0.0,0.7619047619047619,28.0,0.6190476190476191,0.0,0.2857142857142857,0.0,0.19047619047619047,11.0,0.0,76.6,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.2,21.2,0.4,0.0,0.0,0.0,0.0,19.0,-6.800000000000001,0.9849431190208143
Y,23,0,71,0,0,2,0,0,0,0,0,26,1,0,0,0,0,Sat,Premier League,Matchweek 30,Away,L 1-2,Everton,Bournemouth,FW,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.2,3.0,0.0,19.0,73.1,3.0,13.0,2.0,2.0,0.0,Match Report,0.0,83.54545454545453,0.0,0.0,1.3636363636363635,0.0,0.0,1.6363636363636365,0.0,0.7727272727272727,27.40909090909091,0.5909090909090909,0.0,0.2727272727272727,0.0,0.22727272727272727,11.5,0.0,79.6,0.0,0.0,1.2,0.0,0.0,1.6,0.0,0.4,21.8,0.4,0.0,0.0,0.0,0.2,20.0,-5.609090909090909,1.0297693403040162
Y,24,0,60,0,0,0,0,0,2,0,1,16,0,0,0,0,0,Tue,Premier League,Matchweek 31,Away,D 1-1,Everton,Newcastle Utd,FW,0.0,0.0,0.0,20.0,1.0,0.2,0.2,0.0,0.0,0.0,13.0,81.3,4.0,14.0,1.0,0.0,0.0,Match Report,0.0,82.99999999999999,0.0,0.0,1.3913043478260867,0.0,0.0,1.565217391304348,0.0,0.7391304347826086,27.347826086956523,0.6086956521739131,0.0,0.2608695652173913,0.0,0.21739130434782608,12.0,0.0,75.8,0.0,0.0,0.8,0.0,0.0,1.4,0.0,0.4,22.8,0.4,0.0,0.0,0.0,0.2,21.0,-4.547826086956523,0.9370839309306067
Y,25,0,90,0,0,4,0,0,2,0,0,27,0,0,0,0,0,Sat,Premier League,Matchweek 32,Home,W 1-0,Everton,Burnley,FW,0.0,0.0,0.0,39.0,0.0,0.2,0.2,0.0,1.0,0.0,14.0,51.9,5.0,13.0,2.0,4.0,3.0,Match Report,0.0,82.04166666666666,0.0,0.0,1.333333333333333,0.0,0.0,1.5833333333333333,0.0,0.75,26.875,0.5833333333333334,0.0,0.25,0.0,0.20833333333333334,12.5,0.0,73.6,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.4,21.2,0.4,0.0,0.0,0.0,0.2,22.0,-5.675000000000001,1.0392280842445085
Y,26,0,90,0,0,4,0,0,0,0,0,41,0,0,0,0,0,Mon,Premier League,Matchweek 33,Away,L 0-6,Everton,Chelsea,FW,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,90.2,4.0,21.0,1.0,0.0,0.0,Match Report,0.0,82.36,0.0,0.0,1.4399999999999997,0.0,0.0,1.6,0.0,0.72,26.88,0.56,0.0,0.24,0.0,0.2,13.0,0.0,74.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.4,22.6,0.2,0.0,0.0,0.0,0.2,23.0,-4.279999999999998,0.8475343007983385
Y,27,0,90,0,0,2,0,0,0,0,0,38,1,0,0,1,1,Sun,Premier League,Matchweek 34,Home,W 2-0,Everton,Nott'ham Forest,CM,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,1.0,31.0,81.6,4.0,30.0,5.0,2.0,2.0,Match Report,0.0,82.65384615384616,0.0,0.0,1.538461538461538,0.0,0.0,1.5384615384615385,0.0,0.6923076923076923,27.423076923076923,0.5384615384615385,0.0,0.23076923076923078,0.0,0.19230769230769232,13.5,0.0,74.2,0.0,0.0,2.2,0.0,0.0,1.2,0.0,0.4,25.0,0.2,0.0,0.0,0.0,0.2,24.0,-2.4230769230769234,1.1842964288101
Y,28,0,90,0,0,0,0,0,1,0,0,23,0,0,0,0,0,Wed,Premier League,Matchweek 29,Home,W 2-0,Everton,Liverpool,FW,0.0,0.0,0.0,26.0,1.0,0.2,0.2,0.1,2.0,0.0,14.0,60.9,3.0,8.0,2.0,2.0,2.0,Match Report,0.0,82.92592592592592,0.0,0.0,1.5555555555555554,0.0,0.0,1.4814814814814814,0.0,0.6666666666666666,27.814814814814813,0.5555555555555556,0.0,0.2222222222222222,0.037037037037037035,0.2222222222222222,14.0,0.0,80.2,0.0,0.0,2.4,0.0,0.0,0.8,0.0,0.2,29.6,0.4,0.0,0.0,0.2,0.2,25.0,1.7851851851851883,0.8006518308324209
Y,29,0,90,0,0,0,0,0,1,0,0,39,0,0,0,0,0,Sat,Premier League,Matchweek 35,Home,W 1-0,Everton,Brentford,FW,0.0,0.0,0.0,45.0,0.0,0.2,0.2,0.1,1.0,0.0,35.0,89.7,2.0,32.0,1.0,0.0,0.0,Match Report,0.0,83.17857142857143,0.0,0.0,1.4999999999999998,0.0,0.0,1.4642857142857142,0.0,0.6428571428571429,27.642857142857142,0.5357142857142857,0.0,0.21428571428571427,0.03571428571428571,0.21428571428571427,14.5,0.0,84.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2,29.0,0.2,0.0,0.0,0.2,0.2,26.0,1.3571428571428577,1.0532105752869751
Y,30,0,53,0,0,0,0,0,1,0,0,23,0,0,0,0,0,Fri,Premier League,Matchweek 36,Away,D 1-1,Everton,Luton Town,FW,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,73.9,1.0,11.0,1.0,0.0,0.0,Match Report,0.0,83.41379310344827,0.0,0.0,1.4482758620689653,0.0,0.0,1.4482758620689655,0.0,0.6206896551724138,28.03448275862069,0.5172413793103449,0.0,0.20689655172413793,0.034482758620689655,0.20689655172413793,15.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.8,0.0,0.0,33.6,0.2,0.0,0.0,0.2,0.2,27.0,5.565517241379311,1.0757779045797797
Y,31,0,68,0,0,0,0,0,4,0,3,29,0,0,1,0,0,Sat,Premier League,Matchweek 37,Home,W 1-0,Everton,Sheffield Utd,FW,0.0,0.0,0.0,36.0,0.0,1.7,1.7,0.0,3.0,0.0,18.0,62.1,3.0,25.0,1.0,1.0,0.0,Match Report,0.0,82.4,0.0,0.0,1.3999999999999997,0.0,0.0,1.4333333333333333,0.0,0.6,27.866666666666667,0.5000000000000001,0.0,0.2,0.03333333333333333,0.2,15.5,0.0,82.6,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.0,32.8,0.2,0.0,0.0,0.2,0.2,28.0,4.93333333333333,1.2632049720093148
Y,32,0,89,0,0,1,0,0,0,0,0,28,0,0,0,0,1,Sun,Premier League,Matchweek 38,Away,L 1-2,Everton,Arsenal,FW,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,85.7,2.0,18.0,0.0,3.0,2.0,Match Report,0.0,81.93548387096774,0.0,0.0,1.354838709677419,0.0,0.0,1.5161290322580645,0.0,0.6774193548387096,27.903225806451612,0.4838709677419356,0.0,0.22580645161290322,0.03225806451612903,0.1935483870967742,16.0,0.0,78.2,0.0,0.0,0.4,0.0,0.0,1.4,0.0,0.6,30.4,0.2,0.0,0.2,0.2,0.2,29.0,2.4967741935483865,0.834888371399637
N,1,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,Sat,Premier League,Matchweek 7,Home,L 0-4,Bournemouth,Arsenal,LB,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.8,2.0,6.0,0.0,1.0,0.0,Match Report,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834888371399637
Y,2,0,85,0,0,0,0,0,0,0,0,48,0,0,0,0,0,Sat,Premier League,Matchweek 8,Away,L 0-3,Bournemouth,Everton,RB,0.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,83.3,8.0,27.0,1.0,0.0,0.0,Match Report,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.172421592667417
N,3,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sat,Premier League,Matchweek 10,Home,W 2-1,Bournemouth,Burnley,RB,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,Match Report,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0392280842445085
N,4,0,23,0,0,1,0,0,0,0,0,8,0,0,0,0,0,Sat,Premier League,Matchweek 12,Home,W 2-0,Bournemouth,Newcastle Utd,RB,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.5,0.0,3.0,0.0,0.0,0.0,Match Report,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9370839309306067
Y,5,0,90,0,0,2,0,0,0,0,0,63,0,0,0,1,0,Sat,Premier League,Matchweek 13,Away,W 3-1,Bournemouth,Sheffield Utd,RB,0.0,0.0,0.0,70.0,2.0,0.0,0.0,0.4,3.0,2.0,45.0,71.4,7.0,30.0,2.0,0.0,0.0,Match Report,0.0,30.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,30.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.2632049720093148
Y,6,0,90,0,0,0,0,0,0,0,0,31,2,0,0,0,0,Sun,Premier League,Matchweek 14,Home,D 2-2,Bournemouth,Aston Villa,RB,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,77.4,0.0,8.0,0.0,1.0,0.0,Match Report,0.0,42.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.2,0.0,3.0,0.0,42.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.2,0.0,3.0,0.0,0.8960103634933608
Y,7,0,90,0,0,3,0,0,0,0,0,50,0,0,0,0,0,Wed,Premier League,Matchweek 15,Away,W 2-0,Bournemouth,Crystal Palace,RB,0.0,0.0,0.0,59.0,4.0,0.0,0.0,0.1,2.0,0.0,33.0,66.0,5.0,26.0,3.0,2.0,1.0,Match Report,0.0,50.333333333333336,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,27.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,3.5,0.0,58.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,30.2,0.4,0.0,0.0,0.2,0.0,4.0,3.1999999999999993,1.1941150162700676
Y,8,0,90,0,0,2,0,0,0,0,0,29,2,0,0,0,0,Sat,Premier League,Matchweek 16,Away,W 3-0,Bournemouth,Manchester Utd,RB,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,79.3,4.0,7.0,0.0,1.0,1.0,Match Report,0.0,56.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,30.285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,4.0,0.0,59.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,30.6,0.4,0.0,0.0,0.2,0.0,5.0,0.3142857142857167,0.9849431190208143
Y,9,0,90,0,0,1,0,0,0,0,0,62,2,0,0,1,0,Sat,Premier League,Matchweek 18,Away,W 3-2,Bournemouth,Nott'ham Forest,RB,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.1,4.0,1.0,57.0,91.9,11.0,42.0,4.0,0.0,0.0,Match Report,0.0,60.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.125,0.5,0.0,0.0,0.125,0.0,4.5,0.0,76.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,36.2,0.8,0.0,0.0,0.2,0.0,6.0,6.075000000000003,1.1842964288101
Y,10,0,90,0,0,1,0,0,0,0,0,49,1,0,0,0,0,Tue,Premier League,Matchweek 19,Home,W 3-0,Bournemouth,Fulham,RB,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,83.7,2.0,32.0,0.0,0.0,0.0,Match Report,0.0,63.55555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.666666666666664,0.6666666666666666,0.0,0.0,0.2222222222222222,0.0,5.0,0.0,90.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,47.0,1.2,0.0,0.0,0.4,0.0,7.0,13.333333333333336,1.0267363734970107
