providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,prop_label
0QA237023472#176980772_13L84240Q166388Q2-1,2,237023472,PIT Pirates,+2500,26,26.00,25/1,None Specified,PIT Pirates,Team,None Specified,260072,None Specified,"[{'id': '29924', 'name': 'PIT Pirates', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980776_13L84240Q179862Q2-1,2,237023472,MIN Twins,+2500,26,26.00,25/1,None Specified,MIN Twins,Team,None Specified,260076,None Specified,"[{'id': '29909', 'name': 'MIN Twins', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980777_13L84240Q179861Q2-1,2,237023472,MIL Brewers,+2500,26,26.00,25/1,None Specified,MIL Brewers,Team,None Specified,260077,None Specified,"[{'id': '29847', 'name': 'MIL Brewers', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980781_13L84240Q179863Q2-1,2,237023472,KC Royals,+2500,26,26.00,25/1,None Specified,KC Royals,Team,None Specified,260081,None Specified,"[{'id': '29965', 'name': 'KC Royals', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980774_13L84240Q166386Q2-1,2,237023472,NY Yankees,+2800,29,29.00,28/1,None Specified,NY Yankees,Team,None Specified,290074,None Specified,"[{'id': '29825', 'name': 'NY Yankees', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980767_13L84240Q177210Q2-1,2,237023472,TB Rays,+3000,31,31.00,30/1,None Specified,TB Rays,Team,None Specified,310067,None Specified,"[{'id': '29880', 'name': 'TB Rays', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980789_13L84240Q179865Q2-1,2,237023472,CIN Reds,+3000,31,31.00,30/1,None Specified,CIN Reds,Team,None Specified,310089,None Specified,"[{'id': '29919', 'name': 'CIN Reds', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980773_13L84240Q179876Q2-1,2,237023472,PHI Phillies,+3500,36,36.00,35/1,None Specified,PHI Phillies,Team,None Specified,360073,None Specified,"[{'id': '29857', 'name': 'PHI Phillies', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980782_13L84240Q179860Q2-1,2,237023472,HOU Astros,+3500,36,36.00,35/1,None Specified,HOU Astros,Team,None Specified,360082,None Specified,"[{'id': '29882', 'name': 'HOU Astros', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980795_13L84240Q179871Q2-1,2,237023472,Athletics,+3500,36,36.00,35/1,None Specified,Athletics,Team,None Specified,360095,None Specified,"[{'id': '29811', 'name': 'Athletics', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980783_13L84240Q176531Q2-1,2,237023472,DET Tigers,+4000,41,41.00,40/1,None Specified,DET Tigers,Team,None Specified,410083,None Specified,"[{'id': '29871', 'name': 'DET Tigers', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980768_13L84240Q166389Q2-1,2,237023472,STL Cardinals,+5000,51,51.00,50/1,None Specified,STL Cardinals,Team,None Specified,510068,None Specified,"[{'id': '29851', 'name': 'STL Cardinals', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980769_13L84240Q179867Q2-1,2,237023472,SF Giants,+5000,51,51.00,50/1,None Specified,SF Giants,Team,None Specified,510069,None Specified,"[{'id': '29945', 'name': 'SF Giants', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980788_13L84240Q179870Q2-1,2,237023472,CLE Guardians,+5000,51,51.00,50/1,None Specified,CLE Guardians,Team,None Specified,510088,None Specified,"[{'id': '29913', 'name': 'CLE Guardians', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980764_13L84240Q179873Q2-1,2,237023472,WAS Nationals,+11000,111,111.00,110/1,None Specified,WAS Nationals,Team,None Specified,1110064,None Specified,"[{'id': '29836', 'name': 'WAS Nationals', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980780_13L84240Q179869Q2-1,2,237023472,LA Angels,+11000,111,111.00,110/1,None Specified,LA Angels,Team,None Specified,1110080,None Specified,"[{'id': '29901', 'name': 'LA Angels', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980778_13L84240Q198290Q2-1,2,237023472,MIA Marlins,+12000,121,121.00,120/1,None Specified,MIA Marlins,Team,None Specified,1210078,None Specified,"[{'id': '29953', 'name': 'MIA Marlins', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980787_13L84240Q179864Q2-1,2,237023472,COL Rockies,+30000,301,301.00,300/1,None Specified,COL Rockies,Team,None Specified,3010087,None Specified,"[{'id': '29957', 'name': 'COL Rockies', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA237023472#176980790_13L84240Q179878Q2-1,2,237023472,CHI White Sox,+30000,301,301.00,300/1,None Specified,CHI White Sox,Team,None Specified,3010090,None Specified,"[{'id': '29970', 'name': 'CHI White Sox', 'type': 'Team'}]",Start of Season,Race To 10 Regular Season Wins
0QA218192232#68087389_4L84240Q171196Q2-1,2,218192232,LA Dodgers,+290,3.9,3.90,29/10,None Specified,LA Dodgers,Team,None Specified,39089,None Specified,"[{'id': '29931', 'name': 'LA Dodgers', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087401_4L84240Q179875Q2-1,2,218192232,ATL Braves,+750,8.5,8.50,15/2,None Specified,ATL Braves,Team,None Specified,85001,None Specified,"[{'id': '29861', 'name': 'ATL Braves', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087384_4L84240Q166386Q2-1,2,218192232,NY Yankees,+850,9.5,9.50,17/2,None Specified,NY Yankees,Team,None Specified,95084,None Specified,"[{'id': '29825', 'name': 'NY Yankees', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087383_4L84240Q179876Q2-1,2,218192232,PHI Phillies,+1200,13,13.00,12/1,None Specified,PHI Phillies,Team,None Specified,130083,None Specified,"[{'id': '29857', 'name': 'PHI Phillies', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087385_4L84240Q179874Q2-1,2,218192232,NY Mets,+1200,13,13.00,12/1,None Specified,NY Mets,Team,None Specified,130085,None Specified,"[{'id': '29840', 'name': 'NY Mets', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087392_4L84240Q179860Q2-1,2,218192232,HOU Astros,+1500,16,16.00,15/1,None Specified,HOU Astros,Team,None Specified,160092,None Specified,"[{'id': '29882', 'name': 'HOU Astros', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087400_4L84240Q166391Q2-1,2,218192232,BAL Orioles,+1600,17,17.00,16/1,None Specified,BAL Orioles,Team,None Specified,170000,None Specified,"[{'id': '29829', 'name': 'BAL Orioles', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087399_4L84240Q166387Q2-1,2,218192232,BOS Red Sox,+2000,21,21.00,20/1,None Specified,BOS Red Sox,Team,None Specified,210099,None Specified,"[{'id': '29976', 'name': 'BOS Red Sox', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087403_4L84240Q179866Q2-1,2,218192232,ARI Diamondbacks,+2500,26,26.00,25/1,None Specified,ARI Diamondbacks,Team,None Specified,260003,None Specified,"[{'id': '29934', 'name': 'ARI Diamondbacks', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087376_4L84240Q183166Q2-1,2,218192232,TEX Rangers,+2500,26,26.00,25/1,None Specified,TEX Rangers,Team,None Specified,260076,None Specified,"[{'id': '29891', 'name': 'TEX Rangers', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087386_4L84240Q179862Q2-1,2,218192232,MIN Twins,+2500,26,26.00,25/1,None Specified,MIN Twins,Team,None Specified,260086,None Specified,"[{'id': '29909', 'name': 'MIN Twins', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087380_4L84240Q179872Q2-1,2,218192232,SEA Mariners,+2800,29,29.00,28/1,None Specified,SEA Mariners,Team,None Specified,290080,None Specified,"[{'id': '29815', 'name': 'SEA Mariners', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087381_4L84240Q179868Q2-1,2,218192232,SD Padres,+2800,29,29.00,28/1,None Specified,SD Padres,Team,None Specified,290081,None Specified,"[{'id': '29942', 'name': 'SD Padres', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087391_4L84240Q179863Q2-1,2,218192232,KC Royals,+3000,31,31.00,30/1,None Specified,KC Royals,Team,None Specified,310091,None Specified,"[{'id': '29965', 'name': 'KC Royals', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087398_4L84240Q179859Q2-1,2,218192232,CHI Cubs,+3000,31,31.00,30/1,None Specified,CHI Cubs,Team,None Specified,310098,None Specified,"[{'id': '29894', 'name': 'CHI Cubs', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087393_4L84240Q176531Q2-1,2,218192232,DET Tigers,+3500,36,36.00,35/1,None Specified,DET Tigers,Team,None Specified,360093,None Specified,"[{'id': '29871', 'name': 'DET Tigers', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087395_4L84240Q179870Q2-1,2,218192232,CLE Guardians,+4000,41,41.00,40/1,None Specified,CLE Guardians,Team,None Specified,410095,None Specified,"[{'id': '29913', 'name': 'CLE Guardians', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087377_4L84240Q177210Q2-1,2,218192232,TB Rays,+5000,51,51.00,50/1,None Specified,TB Rays,Team,None Specified,510077,None Specified,"[{'id': '29880', 'name': 'TB Rays', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087387_4L84240Q179861Q2-1,2,218192232,MIL Brewers,+5000,51,51.00,50/1,None Specified,MIL Brewers,Team,None Specified,510087,None Specified,"[{'id': '29847', 'name': 'MIL Brewers', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087375_4L84240Q166390Q2-1,2,218192232,TOR Blue Jays,+6000,61,61.00,60/1,None Specified,TOR Blue Jays,Team,None Specified,610075,None Specified,"[{'id': '29868', 'name': 'TOR Blue Jays', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087379_4L84240Q179867Q2-1,2,218192232,SF Giants,+8000,81,81.00,80/1,None Specified,SF Giants,Team,None Specified,810079,None Specified,"[{'id': '29945', 'name': 'SF Giants', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087396_4L84240Q179865Q2-1,2,218192232,CIN Reds,+9000,91,91.00,90/1,None Specified,CIN Reds,Team,None Specified,910096,None Specified,"[{'id': '29919', 'name': 'CIN Reds', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087378_4L84240Q166389Q2-1,2,218192232,STL Cardinals,+12000,121,121.00,120/1,None Specified,STL Cardinals,Team,None Specified,1210078,None Specified,"[{'id': '29851', 'name': 'STL Cardinals', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087382_4L84240Q166388Q2-1,2,218192232,PIT Pirates,+12000,121,121.00,120/1,None Specified,PIT Pirates,Team,None Specified,1210082,None Specified,"[{'id': '29924', 'name': 'PIT Pirates', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087390_4L84240Q179869Q2-1,2,218192232,LA Angels,+20000,201,201.00,200/1,None Specified,LA Angels,Team,None Specified,2010090,None Specified,"[{'id': '29901', 'name': 'LA Angels', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087402_4L84240Q179871Q2-1,2,218192232,Athletics,+25000,251,251.00,250/1,None Specified,Athletics,Team,None Specified,2510002,None Specified,"[{'id': '29811', 'name': 'Athletics', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087374_4L84240Q179873Q2-1,2,218192232,WAS Nationals,+30000,301,301.00,300/1,None Specified,WAS Nationals,Team,None Specified,3010074,None Specified,"[{'id': '29836', 'name': 'WAS Nationals', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087388_4L84240Q198290Q2-1,2,218192232,MIA Marlins,+50000,501,501.00,500/1,None Specified,MIA Marlins,Team,None Specified,5010088,None Specified,"[{'id': '29953', 'name': 'MIA Marlins', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087394_4L84240Q179864Q2-1,2,218192232,COL Rockies,+50000,501,501.00,500/1,None Specified,COL Rockies,Team,None Specified,5010094,None Specified,"[{'id': '29957', 'name': 'COL Rockies', 'type': 'Team'}]",Champion,Winner
0QA218192232#68087397_4L84240Q179878Q2-1,2,218192232,CHI White Sox,+50000,501,501.00,500/1,None Specified,CHI White Sox,Team,None Specified,5010097,None Specified,"[{'id': '29970', 'name': 'CHI White Sox', 'type': 'Team'}]",Champion,Winner
0QA219762407#76545922_13L84240Q166386Q2-1,2,219762407,NY Yankees,+330,4.3,4.30,33/10,None Specified,NY Yankees,Team,None Specified,43022,None Specified,"[{'id': '29825', 'name': 'NY Yankees', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545926_13L84240Q179860Q2-1,2,219762407,HOU Astros,+650,7.5,7.50,13/2,None Specified,HOU Astros,Team,None Specified,75026,None Specified,"[{'id': '29882', 'name': 'HOU Astros', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545931_13L84240Q166391Q2-1,2,219762407,BAL Orioles,+650,7.5,7.50,13/2,None Specified,BAL Orioles,Team,None Specified,75031,None Specified,"[{'id': '29829', 'name': 'BAL Orioles', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545919_13L84240Q183166Q2-1,2,219762407,TEX Rangers,+900,10,10.00,9/1,None Specified,TEX Rangers,Team,None Specified,100019,None Specified,"[{'id': '29891', 'name': 'TEX Rangers', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545930_13L84240Q166387Q2-1,2,219762407,BOS Red Sox,+900,10,10.00,9/1,None Specified,BOS Red Sox,Team,None Specified,100030,None Specified,"[{'id': '29976', 'name': 'BOS Red Sox', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545923_13L84240Q179862Q2-1,2,219762407,MIN Twins,+1000,11,11.00,10/1,None Specified,MIN Twins,Team,None Specified,110023,None Specified,"[{'id': '29909', 'name': 'MIN Twins', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545921_13L84240Q179872Q2-1,2,219762407,SEA Mariners,+1100,12,12.00,11/1,None Specified,SEA Mariners,Team,None Specified,120021,None Specified,"[{'id': '29815', 'name': 'SEA Mariners', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545925_13L84240Q179863Q2-1,2,219762407,KC Royals,+1300,14,14.00,13/1,None Specified,KC Royals,Team,None Specified,140025,None Specified,"[{'id': '29965', 'name': 'KC Royals', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545927_13L84240Q176531Q2-1,2,219762407,DET Tigers,+1300,14,14.00,13/1,None Specified,DET Tigers,Team,None Specified,140027,None Specified,"[{'id': '29871', 'name': 'DET Tigers', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545928_13L84240Q179870Q2-1,2,219762407,CLE Guardians,+1400,15,15.00,14/1,None Specified,CLE Guardians,Team,None Specified,150028,None Specified,"[{'id': '29913', 'name': 'CLE Guardians', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545920_13L84240Q177210Q2-1,2,219762407,TB Rays,+1700,18,18.00,17/1,None Specified,TB Rays,Team,None Specified,180020,None Specified,"[{'id': '29880', 'name': 'TB Rays', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545918_13L84240Q166390Q2-1,2,219762407,TOR Blue Jays,+3000,31,31.00,30/1,None Specified,TOR Blue Jays,Team,None Specified,310018,None Specified,"[{'id': '29868', 'name': 'TOR Blue Jays', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545932_13L84240Q179871Q2-1,2,219762407,Athletics,+10000,101,101.00,100/1,None Specified,Athletics,Team,None Specified,1010032,None Specified,"[{'id': '29811', 'name': 'Athletics', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545924_13L84240Q179869Q2-1,2,219762407,LA Angels,+12000,121,121.00,120/1,None Specified,LA Angels,Team,None Specified,1210024,None Specified,"[{'id': '29901', 'name': 'LA Angels', 'type': 'Team'}]",Leagues,League Winner
0QA219762407#76545929_13L84240Q179878Q2-1,2,219762407,CHI White Sox,+20000,201,201.00,200/1,None Specified,CHI White Sox,Team,None Specified,2010029,None Specified,"[{'id': '29970', 'name': 'CHI White Sox', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546415_13L84240Q171196Q2-1,2,219762906,LA Dodgers,+170,2.7,2.70,17/10,None Specified,LA Dodgers,Team,None Specified,27015,None Specified,"[{'id': '29931', 'name': 'LA Dodgers', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546419_13L84240Q179875Q2-1,2,219762906,ATL Braves,+425,5.25,5.25,17/4,None Specified,ATL Braves,Team,None Specified,52519,None Specified,"[{'id': '29861', 'name': 'ATL Braves', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546411_13L84240Q179876Q2-1,2,219762906,PHI Phillies,+650,7.5,7.50,13/2,None Specified,PHI Phillies,Team,None Specified,75011,None Specified,"[{'id': '29857', 'name': 'PHI Phillies', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546412_13L84240Q179874Q2-1,2,219762906,NY Mets,+700,8,8.00,7/1,None Specified,NY Mets,Team,None Specified,80012,None Specified,"[{'id': '29840', 'name': 'NY Mets', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546409_13L84240Q179868Q2-1,2,219762906,SD Padres,+1300,14,14.00,13/1,None Specified,SD Padres,Team,None Specified,140009,None Specified,"[{'id': '29942', 'name': 'SD Padres', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546420_13L84240Q179866Q2-1,2,219762906,ARI Diamondbacks,+1300,14,14.00,13/1,None Specified,ARI Diamondbacks,Team,None Specified,140020,None Specified,"[{'id': '29934', 'name': 'ARI Diamondbacks', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546418_13L84240Q179859Q2-1,2,219762906,CHI Cubs,+1500,16,16.00,15/1,None Specified,CHI Cubs,Team,None Specified,160018,None Specified,"[{'id': '29894', 'name': 'CHI Cubs', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546413_13L84240Q179861Q2-1,2,219762906,MIL Brewers,+2200,23,23.00,22/1,None Specified,MIL Brewers,Team,None Specified,230013,None Specified,"[{'id': '29847', 'name': 'MIL Brewers', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546408_13L84240Q179867Q2-1,2,219762906,SF Giants,+3500,36,36.00,35/1,None Specified,SF Giants,Team,None Specified,360008,None Specified,"[{'id': '29945', 'name': 'SF Giants', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546417_13L84240Q179865Q2-1,2,219762906,CIN Reds,+5000,51,51.00,50/1,None Specified,CIN Reds,Team,None Specified,510017,None Specified,"[{'id': '29919', 'name': 'CIN Reds', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546407_13L84240Q166389Q2-1,2,219762906,STL Cardinals,+5500,56,56.00,55/1,None Specified,STL Cardinals,Team,None Specified,560007,None Specified,"[{'id': '29851', 'name': 'STL Cardinals', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546410_13L84240Q166388Q2-1,2,219762906,PIT Pirates,+6000,61,61.00,60/1,None Specified,PIT Pirates,Team,None Specified,610010,None Specified,"[{'id': '29924', 'name': 'PIT Pirates', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546406_13L84240Q179873Q2-1,2,219762906,WAS Nationals,+10000,101,101.00,100/1,None Specified,WAS Nationals,Team,None Specified,1010006,None Specified,"[{'id': '29836', 'name': 'WAS Nationals', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546414_13L84240Q198290Q2-1,2,219762906,MIA Marlins,+25000,251,251.00,250/1,None Specified,MIA Marlins,Team,None Specified,2510014,None Specified,"[{'id': '29953', 'name': 'MIA Marlins', 'type': 'Team'}]",Leagues,League Winner
0QA219762906#76546416_13L84240Q179864Q2-1,2,219762906,COL Rockies,+25000,251,251.00,250/1,None Specified,COL Rockies,Team,None Specified,2510016,None Specified,"[{'id': '29957', 'name': 'COL Rockies', 'type': 'Team'}]",Leagues,League Winner
0QA225669480#110701808_13L84240Q166386Q2-1,2,225669480,NY Yankees,+135,2.35,2.35,27/20,None Specified,NY Yankees,Team,None Specified,23508,None Specified,"[{'id': '29825', 'name': 'NY Yankees', 'type': 'Team'}]",Divisions,Division Winner
0QA225669480#110701810_13L84240Q166391Q2-1,2,225669480,BAL Orioles,+270,3.7,3.70,27/10,None Specified,BAL Orioles,Team,None Specified,37010,None Specified,"[{'id': '29829', 'name': 'BAL Orioles', 'type': 'Team'}]",Divisions,Division Winner
0QA225669480#110701809_13L84240Q166387Q2-1,2,225669480,BOS Red Sox,+350,4.5,4.50,7/2,None Specified,BOS Red Sox,Team,None Specified,45009,None Specified,"[{'id': '29976', 'name': 'BOS Red Sox', 'type': 'Team'}]",Divisions,Division Winner
0QA225669480#110701807_13L84240Q177210Q2-1,2,225669480,TB Rays,+750,8.5,8.50,15/2,None Specified,TB Rays,Team,None Specified,85007,None Specified,"[{'id': '29880', 'name': 'TB Rays', 'type': 'Team'}]",Divisions,Division Winner
0QA225669480#110701806_13L84240Q166390Q2-1,2,225669480,TOR Blue Jays,+1300,14,14.00,13/1,None Specified,TOR Blue Jays,Team,None Specified,140006,None Specified,"[{'id': '29868', 'name': 'TOR Blue Jays', 'type': 'Team'}]",Divisions,Division Winner
0QA225669487#110701827_13L84240Q179862Q2-1,2,225669487,MIN Twins,+210,3.1,3.10,21/10,None Specified,MIN Twins,Team,None Specified,31027,None Specified,"[{'id': '29909', 'name': 'MIN Twins', 'type': 'Team'}]",Divisions,Division Winner
0QA225669487#110701828_13L84240Q179863Q2-1,2,225669487,KC Royals,+270,3.7,3.70,27/10,None Specified,KC Royals,Team,None Specified,37028,None Specified,"[{'id': '29965', 'name': 'KC Royals', 'type': 'Team'}]",Divisions,Division Winner
0QA225669487#110701831_13L84240Q176531Q2-1,2,225669487,DET Tigers,+270,3.7,3.70,27/10,None Specified,DET Tigers,Team,None Specified,37031,None Specified,"[{'id': '29871', 'name': 'DET Tigers', 'type': 'Team'}]",Divisions,Division Winner
0QA225669487#110701834_13L84240Q179870Q2-1,2,225669487,CLE Guardians,+300,4,4.00,3/1,None Specified,CLE Guardians,Team,None Specified,40034,None Specified,"[{'id': '29913', 'name': 'CLE Guardians', 'type': 'Team'}]",Divisions,Division Winner
0QA225669487#110701835_13L84240Q179878Q2-1,2,225669487,CHI White Sox,+25000,251,251.00,250/1,None Specified,CHI White Sox,Team,None Specified,2510035,None Specified,"[{'id': '29970', 'name': 'CHI White Sox', 'type': 'Team'}]",Divisions,Division Winner
0QA225669493#110701845_13L84240Q179860Q2-1,2,225669493,HOU Astros,+125,2.25,2.25,5/4,None Specified,HOU Astros,Team,None Specified,22545,None Specified,"[{'id': '29882', 'name': 'HOU Astros', 'type': 'Team'}]",Divisions,Division Winner
0QA225669493#110701842_13L84240Q183166Q2-1,2,225669493,TEX Rangers,+225,3.25,3.25,9/4,None Specified,TEX Rangers,Team,None Specified,32542,None Specified,"[{'id': '29891', 'name': 'TEX Rangers', 'type': 'Team'}]",Divisions,Division Winner
0QA225669493#110701843_13L84240Q179872Q2-1,2,225669493,SEA Mariners,+250,3.5,3.50,5/2,None Specified,SEA Mariners,Team,None Specified,35043,None Specified,"[{'id': '29815', 'name': 'SEA Mariners', 'type': 'Team'}]",Divisions,Division Winner
0QA225669493#110701844_13L84240Q179869Q2-1,2,225669493,LA Angels,+3000,31,31.00,30/1,None Specified,LA Angels,Team,None Specified,310044,None Specified,"[{'id': '29901', 'name': 'LA Angels', 'type': 'Team'}]",Divisions,Division Winner
0QA225669493#110701846_13L84240Q179871Q2-1,2,225669493,Athletics,+3000,31,31.00,30/1,None Specified,Athletics,Team,None Specified,310046,None Specified,"[{'id': '29811', 'name': 'Athletics', 'type': 'Team'}]",Divisions,Division Winner
0QA225669502#110701851_13L84240Q179875Q2-1,2,225669502,ATL Braves,+110,2.1,2.10,11/10,None Specified,ATL Braves,Team,None Specified,21051,None Specified,"[{'id': '29861', 'name': 'ATL Braves', 'type': 'Team'}]",Divisions,Division Winner
0QA225669502#110701848_13L84240Q179876Q2-1,2,225669502,PHI Phillies,+215,3.15,3.15,43/20,None Specified,PHI Phillies,Team,None Specified,31548,None Specified,"[{'id': '29857', 'name': 'PHI Phillies', 'type': 'Team'}]",Divisions,Division Winner
0QA225669502#110701849_13L84240Q179874Q2-1,2,225669502,NY Mets,+240,3.4,3.40,12/5,None Specified,NY Mets,Team,None Specified,34049,None Specified,"[{'id': '29840', 'name': 'NY Mets', 'type': 'Team'}]",Divisions,Division Winner
0QA225669502#110701847_13L84240Q179873Q2-1,2,225669502,WAS Nationals,+6500,66,66.00,65/1,None Specified,WAS Nationals,Team,None Specified,660047,None Specified,"[{'id': '29836', 'name': 'WAS Nationals', 'type': 'Team'}]",Divisions,Division Winner
0QA225669502#110701850_13L84240Q198290Q2-1,2,225669502,MIA Marlins,+25000,251,251.00,250/1,None Specified,MIA Marlins,Team,None Specified,2510050,None Specified,"[{'id': '29953', 'name': 'MIA Marlins', 'type': 'Team'}]",Divisions,Division Winner
0QA225669506#110701856_13L84240Q179859Q2-1,2,225669506,CHI Cubs,+125,2.25,2.25,5/4,None Specified,CHI Cubs,Team,None Specified,22556,None Specified,"[{'id': '29894', 'name': 'CHI Cubs', 'type': 'Team'}]",Divisions,Division Winner
0QA225669506#110701854_13L84240Q179861Q2-1,2,225669506,MIL Brewers,+260,3.6,3.60,13/5,None Specified,MIL Brewers,Team,None Specified,36054,None Specified,"[{'id': '29847', 'name': 'MIL Brewers', 'type': 'Team'}]",Divisions,Division Winner
0QA225669506#110701852_13L84240Q166389Q2-1,2,225669506,STL Cardinals,+600,7,7.00,6/1,None Specified,STL Cardinals,Team,None Specified,70052,None Specified,"[{'id': '29851', 'name': 'STL Cardinals', 'type': 'Team'}]",Divisions,Division Winner
0QA225669506#110701855_13L84240Q179865Q2-1,2,225669506,CIN Reds,+650,7.5,7.50,13/2,None Specified,CIN Reds,Team,None Specified,75055,None Specified,"[{'id': '29919', 'name': 'CIN Reds', 'type': 'Team'}]",Divisions,Division Winner
0QA225669506#110701853_13L84240Q166388Q2-1,2,225669506,PIT Pirates,+700,8,8.00,7/1,None Specified,PIT Pirates,Team,None Specified,80053,None Specified,"[{'id': '29924', 'name': 'PIT Pirates', 'type': 'Team'}]",Divisions,Division Winner
0QA225669551#110701859_13L84240Q171196Q2-1,2,225669551,LA Dodgers,-450,1.22222223,1.22,2/9,None Specified,LA Dodgers,Team,None Specified,12259,None Specified,"[{'id': '29931', 'name': 'LA Dodgers', 'type': 'Team'}]",Divisions,Division Winner
0QA225669551#110701861_13L84240Q179866Q2-1,2,225669551,ARI Diamondbacks,+550,6.5,6.50,11/2,None Specified,ARI Diamondbacks,Team,None Specified,65061,None Specified,"[{'id': '29934', 'name': 'ARI Diamondbacks', 'type': 'Team'}]",Divisions,Division Winner
0QA225669551#110701858_13L84240Q179868Q2-1,2,225669551,SD Padres,+1000,11,11.00,10/1,None Specified,SD Padres,Team,None Specified,110058,None Specified,"[{'id': '29942', 'name': 'SD Padres', 'type': 'Team'}]",Divisions,Division Winner
0QA225669551#110701857_13L84240Q179867Q2-1,2,225669551,SF Giants,+1800,19,19.00,18/1,None Specified,SF Giants,Team,None Specified,190057,None Specified,"[{'id': '29945', 'name': 'SF Giants', 'type': 'Team'}]",Divisions,Division Winner
