providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,prop_label
0HC78801697N150_3,2,2_78801697,LA Dodgers,+114,2.14,2.14,57/50,-1.5,LA Dodgers,Team,True,-1501,"['MainPointLine', 'SGP']","[{'id': '29931', 'name': 'LA Dodgers', 'type': 'Team'}]",Game Lines,Run Line
0HC78801697P150_1,2,2_78801697,CHI Cubs,-135,1.74074075,1.74,20/27,1.5,CHI Cubs,Team,True,-1499,"['MainPointLine', 'SGP']","[{'id': '29894', 'name': 'CHI Cubs', 'type': 'Team'}]",Game Lines,Run Line
0OU78801697O800_1,2,3_78801697,Over,-112,1.89285715,1.89,25/28,8,,Unknown,True,8000,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Total
0OU78801697U800_3,2,3_78801697,Under,-108,1.92592593,1.92,25/27,8,,Unknown,True,8002,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Total
0ML78801697_3,2,1_78801697,LA Dodgers,-148,1.67567568,1.67,25/37,None Specified,LA Dodgers,Team,True,1272771467,['SGP'],"[{'id': '29931', 'name': 'LA Dodgers', 'type': 'Team'}]",Game Lines,Moneyline
0ML78801697_1,2,1_78801697,CHI Cubs,+124,2.24,2.24,31/25,None Specified,CHI Cubs,Team,True,1272773463,['SGP'],"[{'id': '29894', 'name': 'CHI Cubs', 'type': 'Team'}]",Game Lines,Moneyline
0QA239088993#187857891_13L84240Q1-446308922Q20,2,239088993,1+,+550,6.5,6.50,11/2,None Specified,Andy Pages,Unknown,True,65091,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '459808', 'name': 'Andy Pages', 'type': 'Player'}]",Batter Props,Andy Pages Home Runs
0QA239088993#187857892_13L84240Q1475630076Q20,2,239088993,2+,+8000,81,81.00,80/1,None Specified,Andy Pages,Unknown,None Specified,810092,['SGP'],"[{'id': '459808', 'name': 'Andy Pages', 'type': 'Player'}]",Batter Props,Andy Pages Home Runs
0QA239088999#187857917_13L84240Q1-446308922Q20,2,239088999,1+,+900,10,10.00,9/1,None Specified,Carson Kelly,Unknown,True,100017,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32117', 'name': 'Carson Kelly', 'type': 'Player'}]",Batter Props,Carson Kelly Home Runs
0QA239088999#187857918_13L84240Q1475630076Q20,2,239088999,2+,+10000,101,101.00,100/1,None Specified,Carson Kelly,Unknown,None Specified,1010018,['SGP'],"[{'id': '32117', 'name': 'Carson Kelly', 'type': 'Player'}]",Batter Props,Carson Kelly Home Runs
0QA239088978#187857874_13L84240Q1-446308922Q20,2,239088978,1+,+650,7.5,7.50,13/2,None Specified,Dansby Swanson,Unknown,True,75074,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32252', 'name': 'Dansby Swanson', 'type': 'Player'}]",Batter Props,Dansby Swanson Home Runs
0QA239088978#187857877_13L84240Q1475630076Q20,2,239088978,2+,+7500,76,76.00,75/1,None Specified,Dansby Swanson,Unknown,None Specified,760077,['SGP'],"[{'id': '32252', 'name': 'Dansby Swanson', 'type': 'Player'}]",Batter Props,Dansby Swanson Home Runs
0QA239088998#187857915_13L84240Q1-446308922Q20,2,239088998,1+,+550,6.5,6.50,11/2,None Specified,Freddie Freeman,Unknown,True,65015,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Batter Props,Freddie Freeman Home Runs
0QA239088998#187857916_13L84240Q1475630076Q20,2,239088998,2+,+6000,61,61.00,60/1,None Specified,Freddie Freeman,Unknown,None Specified,610016,['SGP'],"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Batter Props,Freddie Freeman Home Runs
0QA239088994#187857906_13L84240Q1-446308922Q20,2,239088994,1+,+550,6.5,6.50,11/2,None Specified,Ian Happ,Unknown,True,65006,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Batter Props,Ian Happ Home Runs
0QA239088994#187857907_13L84240Q1475630076Q20,2,239088994,2+,+5500,56,56.00,55/1,None Specified,Ian Happ,Unknown,None Specified,560007,['SGP'],"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Batter Props,Ian Happ Home Runs
0QA239088971#187857896_13L84240Q1-446308922Q20,2,239088971,1+,+1800,19,19.00,18/1,None Specified,Jon Berti,Unknown,True,190096,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '31467', 'name': 'Jon Berti', 'type': 'Player'}]",Batter Props,Jon Berti Home Runs
0QA239088971#187857897_13L84240Q1475630076Q20,2,239088971,2+,+20000,201,201.00,200/1,None Specified,Jon Berti,Unknown,None Specified,2010097,['SGP'],"[{'id': '31467', 'name': 'Jon Berti', 'type': 'Player'}]",Batter Props,Jon Berti Home Runs
0QA239088991#187857884_13L84240Q1-446308922Q20,2,239088991,1+,+450,5.5,5.50,9/2,None Specified,Kyle Tucker,Unknown,True,55084,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Batter Props,Kyle Tucker Home Runs
0QA239088991#187857885_13L84240Q1475630076Q20,2,239088991,2+,+4500,46,46.00,45/1,None Specified,Kyle Tucker,Unknown,None Specified,460085,['SGP'],"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Batter Props,Kyle Tucker Home Runs
0QA239089010#187857933_13L84240Q1-446308922Q20,2,239089010,1+,+850,9.5,9.50,17/2,None Specified,Matt Shaw,Unknown,True,95033,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '721198', 'name': 'Matt Shaw', 'type': 'Player'}]",Batter Props,Matt Shaw Home Runs
0QA239089010#187857934_13L84240Q1475630076Q20,2,239089010,2+,+10000,101,101.00,100/1,None Specified,Matt Shaw,Unknown,None Specified,1010034,['SGP'],"[{'id': '721198', 'name': 'Matt Shaw', 'type': 'Player'}]",Batter Props,Matt Shaw Home Runs
0QA239088997#187857913_13L84240Q1-446308922Q20,2,239088997,1+,+380,4.8,4.80,19/5,None Specified,Max Muncy,Unknown,True,48013,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32690', 'name': 'Max Muncy', 'type': 'Player'}]",Batter Props,Max Muncy Home Runs
0QA239088997#187857914_13L84240Q1475630076Q20,2,239088997,2+,+3000,31,31.00,30/1,None Specified,Max Muncy,Unknown,None Specified,310014,['SGP'],"[{'id': '32690', 'name': 'Max Muncy', 'type': 'Player'}]",Batter Props,Max Muncy Home Runs
0QA239089009#187857935_13L84240Q1-446308922Q20,2,239089009,1+,+550,6.5,6.50,11/2,None Specified,Michael Busch,Unknown,True,65035,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '459806', 'name': 'Michael Busch', 'type': 'Player'}]",Batter Props,Michael Busch Home Runs
0QA239089009#187857936_13L84240Q1475630076Q20,2,239089009,2+,+6500,66,66.00,65/1,None Specified,Michael Busch,Unknown,None Specified,660036,['SGP'],"[{'id': '459806', 'name': 'Michael Busch', 'type': 'Player'}]",Batter Props,Michael Busch Home Runs
0QA239214028#188388413_13L84240Q1-446308922Q20,2,239214028,1+,+600,7,7.00,6/1,None Specified,Michael Conforto,Unknown,True,70013,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '31762', 'name': 'Michael Conforto', 'type': 'Player'}]",Batter Props,Michael Conforto Home Runs
0QA239214028#188388414_13L84240Q1475630076Q20,2,239214028,2+,+7000,71,71.00,70/1,None Specified,Michael Conforto,Unknown,None Specified,710014,['SGP'],"[{'id': '31762', 'name': 'Michael Conforto', 'type': 'Player'}]",Batter Props,Michael Conforto Home Runs
0QA239088987#187857838_13L84240Q1-446308922Q20,2,239088987,1+,+1100,12,12.00,11/1,None Specified,Miguel Rojas,Unknown,True,120038,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32765', 'name': 'Miguel Rojas', 'type': 'Player'}]",Batter Props,Miguel Rojas Home Runs
0QA239088987#187857839_13L84240Q1475630076Q20,2,239088987,2+,+14000,141,141.00,140/1,None Specified,Miguel Rojas,Unknown,None Specified,1410039,['SGP'],"[{'id': '32765', 'name': 'Miguel Rojas', 'type': 'Player'}]",Batter Props,Miguel Rojas Home Runs
0QA239089014#187857952_13L84240Q1-446308922Q20,2,239089014,1+,+850,9.5,9.50,17/2,None Specified,Pete Crow-Armstrong,Unknown,True,95052,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '494682', 'name': 'Pete Crow-Armstrong', 'type': 'Player'}]",Batter Props,Pete Crow-Armstrong Home Runs
0QA239089014#187857953_13L84240Q1475630076Q20,2,239089014,2+,+9000,91,91.00,90/1,None Specified,Pete Crow-Armstrong,Unknown,None Specified,910053,['SGP'],"[{'id': '494682', 'name': 'Pete Crow-Armstrong', 'type': 'Player'}]",Batter Props,Pete Crow-Armstrong Home Runs
0QA239088995#187857908_13L84240Q1-446308922Q20,2,239088995,1+,+500,6,6.00,5/1,None Specified,Seiya Suzuki,Unknown,True,60008,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Batter Props,Seiya Suzuki Home Runs
0QA239088995#187857909_13L84240Q1475630076Q20,2,239088995,2+,+5500,56,56.00,55/1,None Specified,Seiya Suzuki,Unknown,None Specified,560009,['SGP'],"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Batter Props,Seiya Suzuki Home Runs
0QA239088979#187857901_13L84240Q1-446308922Q20,2,239088979,1+,+280,3.8,3.80,14/5,None Specified,Shohei Ohtani,Unknown,True,38001,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Batter Props,Shohei Ohtani Home Runs
0QA239088979#187857902_13L84240Q1475630076Q20,2,239088979,2+,+2000,21,21.00,20/1,None Specified,Shohei Ohtani,Unknown,None Specified,210002,['SGP'],"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Batter Props,Shohei Ohtani Home Runs
0QA239088970#187857868_13L84240Q1-446308922Q20,2,239088970,1+,+380,4.8,4.80,19/5,None Specified,Teoscar Hernandez,Unknown,True,48068,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '31969', 'name': 'Teoscar Hernandez', 'type': 'Player'}]",Batter Props,Teoscar Hernandez Home Runs
0QA239088970#187857869_13L84240Q1475630076Q20,2,239088970,2+,+3000,31,31.00,30/1,None Specified,Teoscar Hernandez,Unknown,None Specified,310069,['SGP'],"[{'id': '31969', 'name': 'Teoscar Hernandez', 'type': 'Player'}]",Batter Props,Teoscar Hernandez Home Runs
0QA239089022#187857978_13L84240Q1-446308922Q20,2,239089022,1+,+600,7,7.00,6/1,None Specified,Tommy Edman,Unknown,True,70078,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32461', 'name': 'Tommy Edman', 'type': 'Player'}]",Batter Props,Tommy Edman Home Runs
0QA239089022#187857979_13L84240Q1475630076Q20,2,239089022,2+,+7500,76,76.00,75/1,None Specified,Tommy Edman,Unknown,None Specified,760079,['SGP'],"[{'id': '32461', 'name': 'Tommy Edman', 'type': 'Player'}]",Batter Props,Tommy Edman Home Runs
0QA239088974#187857840_13L84240Q1-446308922Q20,2,239088974,1+,+425,5.25,5.25,17/4,None Specified,Will Smith (LAD),Unknown,True,52540,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '32725', 'name': 'Will Smith (LAD)', 'type': 'Player'}]",Batter Props,Will Smith (LAD) Home Runs
0QA239088974#187857841_13L84240Q1475630076Q20,2,239088974,2+,+4000,41,41.00,40/1,None Specified,Will Smith (LAD),Unknown,None Specified,410041,['SGP'],"[{'id': '32725', 'name': 'Will Smith (LAD)', 'type': 'Player'}]",Batter Props,Will Smith (LAD) Home Runs
0QA239088961#187857842_13L84240Q11617611576Q20,2,239088961,3+,-525,1.1904762,1.19,4/21,None Specified,Justin Steele,Unknown,None Specified,11942,['SGP'],"[{'id': '69408', 'name': 'Justin Steele', 'type': 'Player'}]",Pitcher Props,Justin Steele Strikeouts Thrown
0QA239088961#187857843_13L84240Q1-1854919473Q20,2,239088961,4+,-210,1.47619048,1.47,10/21,None Specified,Justin Steele,Unknown,None Specified,14743,['SGP'],"[{'id': '69408', 'name': 'Justin Steele', 'type': 'Player'}]",Pitcher Props,Justin Steele Strikeouts Thrown
0QA239088961#187857844_13L84240Q11484946226Q20,2,239088961,5+,+105,2.05,2.05,21/20,None Specified,Justin Steele,Unknown,True,20544,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '69408', 'name': 'Justin Steele', 'type': 'Player'}]",Pitcher Props,Justin Steele Strikeouts Thrown
0QA239088961#187857845_13L84240Q11808374608Q20,2,239088961,6+,+215,3.15,3.15,43/20,None Specified,Justin Steele,Unknown,None Specified,31545,['SGP'],"[{'id': '69408', 'name': 'Justin Steele', 'type': 'Player'}]",Pitcher Props,Justin Steele Strikeouts Thrown
0QA239088961#187857846_13L84240Q1456030934Q20,2,239088961,7+,+425,5.25,5.25,17/4,None Specified,Justin Steele,Unknown,None Specified,52546,['SGP'],"[{'id': '69408', 'name': 'Justin Steele', 'type': 'Player'}]",Pitcher Props,Justin Steele Strikeouts Thrown
0QA239139022#188121774_13L84240Q11617611576Q20,2,239139022,3+,-370,1.27027028,1.27,10/37,None Specified,Roki Sasaki,Unknown,None Specified,12774,['SGP'],"[{'id': '494788', 'name': 'Roki Sasaki', 'type': 'Player'}]",Pitcher Props,Roki Sasaki Strikeouts Thrown
0QA239139022#188121775_13L84240Q1-1854919473Q20,2,239139022,4+,-155,1.6451613,1.64,20/31,None Specified,Roki Sasaki,Unknown,None Specified,16475,"['SGP', 'MostBalancedGlobalProbability']","[{'id': '494788', 'name': 'Roki Sasaki', 'type': 'Player'}]",Pitcher Props,Roki Sasaki Strikeouts Thrown
0QA239139022#188121776_13L84240Q11484946226Q20,2,239139022,5+,+135,2.35,2.35,27/20,None Specified,Roki Sasaki,Unknown,True,23576,"['MostBalancedOdds', 'SGP']","[{'id': '494788', 'name': 'Roki Sasaki', 'type': 'Player'}]",Pitcher Props,Roki Sasaki Strikeouts Thrown
0QA239139022#188121777_13L84240Q11808374608Q20,2,239139022,6+,+290,3.9,3.90,29/10,None Specified,Roki Sasaki,Unknown,None Specified,39077,['SGP'],"[{'id': '494788', 'name': 'Roki Sasaki', 'type': 'Player'}]",Pitcher Props,Roki Sasaki Strikeouts Thrown
0QA239139022#188121778_13L84240Q1456030934Q20,2,239139022,7+,+600,7,7.00,6/1,None Specified,Roki Sasaki,Unknown,None Specified,70078,['SGP'],"[{'id': '494788', 'name': 'Roki Sasaki', 'type': 'Player'}]",Pitcher Props,Roki Sasaki Strikeouts Thrown
0QA239212050#188381768_13L84240Q11971696543Q20,2,239212050,In Play Out,+105,2.05,2.05,21/20,None Specified,Freddie Freeman,Unknown,None Specified,188381768,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381769_13L84240Q1-1060517930Q20,2,239212050,Strikeout,+320,4.2,4.20,16/5,None Specified,Freddie Freeman,Unknown,None Specified,188381769,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381770_13L84240Q1-338591191Q20,2,239212050,Walk/Hit by Pitch,+750,8.5,8.50,15/2,None Specified,Freddie Freeman,Unknown,None Specified,188381770,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381771_13L84240Q11044542311Q20,2,239212050,Single,+400,5,5.00,4/1,None Specified,Freddie Freeman,Unknown,None Specified,188381771,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381772_13L84240Q1-456797681Q20,2,239212050,Double,+1200,13,13.00,12/1,None Specified,Freddie Freeman,Unknown,None Specified,188381772,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381773_13L84240Q1192253848Q20,2,239212050,Triple,+2500,26,26.00,25/1,None Specified,Freddie Freeman,Unknown,None Specified,188381773,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381774_13L84240Q1-421461588Q20,2,239212050,Home Run,+1200,13,13.00,12/1,None Specified,Freddie Freeman,Unknown,None Specified,188381774,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212050#188381776_13L84240Q11143958792Q20,2,239212050,Reach on Error,+2200,23,23.00,22/1,None Specified,Freddie Freeman,Unknown,None Specified,188381776,None Specified,"[{'id': '32190', 'name': 'Freddie Freeman', 'type': 'Player'}]",Plate Appearance,Freddie Freeman - 1st Plate Appearance - Exact Result
0QA239212064#188381786_13L84240Q11971696543Q20,2,239212064,In Play Out,+120,2.2,2.20,6/5,None Specified,Ian Happ,Unknown,None Specified,188381786,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381787_13L84240Q1-1060517930Q20,2,239212064,Strikeout,+275,3.75,3.75,11/4,None Specified,Ian Happ,Unknown,None Specified,188381787,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381788_13L84240Q1-338591191Q20,2,239212064,Walk/Hit by Pitch,+500,6,6.00,5/1,None Specified,Ian Happ,Unknown,None Specified,188381788,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381789_13L84240Q11044542311Q20,2,239212064,Single,+550,6.5,6.50,11/2,None Specified,Ian Happ,Unknown,None Specified,188381789,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381790_13L84240Q1-456797681Q20,2,239212064,Double,+1100,12,12.00,11/1,None Specified,Ian Happ,Unknown,None Specified,188381790,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381791_13L84240Q1192253848Q20,2,239212064,Triple,+2500,26,26.00,25/1,None Specified,Ian Happ,Unknown,None Specified,188381791,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381792_13L84240Q1-421461588Q20,2,239212064,Home Run,+1200,13,13.00,12/1,None Specified,Ian Happ,Unknown,None Specified,188381792,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212064#188381793_13L84240Q11143958792Q20,2,239212064,Reach on Error,+2500,26,26.00,25/1,None Specified,Ian Happ,Unknown,None Specified,188381793,None Specified,"[{'id': '32388', 'name': 'Ian Happ', 'type': 'Player'}]",Plate Appearance,Ian Happ - 1st Plate Appearance - Exact Result
0QA239212063#188381778_13L84240Q11971696543Q20,2,239212063,In Play Out,+120,2.2,2.20,6/5,None Specified,Kyle Tucker,Unknown,None Specified,188381778,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381779_13L84240Q1-1060517930Q20,2,239212063,Strikeout,+400,5,5.00,4/1,None Specified,Kyle Tucker,Unknown,None Specified,188381779,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381780_13L84240Q1-338591191Q20,2,239212063,Walk/Hit by Pitch,+400,5,5.00,4/1,None Specified,Kyle Tucker,Unknown,None Specified,188381780,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381781_13L84240Q11044542311Q20,2,239212063,Single,+550,6.5,6.50,11/2,None Specified,Kyle Tucker,Unknown,None Specified,188381781,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381782_13L84240Q1-456797681Q20,2,239212063,Double,+1100,12,12.00,11/1,None Specified,Kyle Tucker,Unknown,None Specified,188381782,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381783_13L84240Q1192253848Q20,2,239212063,Triple,+2500,26,26.00,25/1,None Specified,Kyle Tucker,Unknown,None Specified,188381783,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381784_13L84240Q1-421461588Q20,2,239212063,Home Run,+950,10.5,10.50,19/2,None Specified,Kyle Tucker,Unknown,None Specified,188381784,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212063#188381785_13L84240Q11143958792Q20,2,239212063,Reach on Error,+2500,26,26.00,25/1,None Specified,Kyle Tucker,Unknown,None Specified,188381785,None Specified,"[{'id': '32010', 'name': 'Kyle Tucker', 'type': 'Player'}]",Plate Appearance,Kyle Tucker - 1st Plate Appearance - Exact Result
0QA239212060#188381749_13L84240Q11971696543Q20,2,239212060,In Play Out,+150,2.5,2.50,6/4,None Specified,Seiya Suzuki,Unknown,None Specified,188381749,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381751_13L84240Q1-1060517930Q20,2,239212060,Strikeout,+270,3.7,3.70,27/10,None Specified,Seiya Suzuki,Unknown,None Specified,188381751,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381753_13L84240Q1-338591191Q20,2,239212060,Walk/Hit by Pitch,+425,5.25,5.25,17/4,None Specified,Seiya Suzuki,Unknown,None Specified,188381753,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381754_13L84240Q11044542311Q20,2,239212060,Single,+500,6,6.00,5/1,None Specified,Seiya Suzuki,Unknown,None Specified,188381754,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381755_13L84240Q1-456797681Q20,2,239212060,Double,+1100,12,12.00,11/1,None Specified,Seiya Suzuki,Unknown,None Specified,188381755,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381756_13L84240Q1192253848Q20,2,239212060,Triple,+2500,26,26.00,25/1,None Specified,Seiya Suzuki,Unknown,None Specified,188381756,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381757_13L84240Q1-421461588Q20,2,239212060,Home Run,+1200,13,13.00,12/1,None Specified,Seiya Suzuki,Unknown,None Specified,188381757,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212060#188381758_13L84240Q11143958792Q20,2,239212060,Reach on Error,+2200,23,23.00,22/1,None Specified,Seiya Suzuki,Unknown,None Specified,188381758,None Specified,"[{'id': '112834', 'name': 'Seiya Suzuki', 'type': 'Player'}]",Plate Appearance,Seiya Suzuki - 1st Plate Appearance - Exact Result
0QA239212051#188381733_13L84240Q11971696543Q20,2,239212051,In Play Out,+140,2.4,2.40,7/5,None Specified,Shohei Ohtani,Unknown,None Specified,188381733,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381734_13L84240Q1-1060517930Q20,2,239212051,Strikeout,+200,3,3.00,2/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381734,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381735_13L84240Q1-338591191Q20,2,239212051,Walk/Hit by Pitch,+700,8,8.00,7/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381735,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381736_13L84240Q11044542311Q20,2,239212051,Single,+500,6,6.00,5/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381736,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381737_13L84240Q1-456797681Q20,2,239212051,Double,+1300,14,14.00,13/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381737,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381738_13L84240Q1192253848Q20,2,239212051,Triple,+2500,26,26.00,25/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381738,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381739_13L84240Q1-421461588Q20,2,239212051,Home Run,+1000,11,11.00,10/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381739,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
0QA239212051#188381740_13L84240Q11143958792Q20,2,239212051,Reach on Error,+2200,23,23.00,22/1,None Specified,Shohei Ohtani,Unknown,None Specified,188381740,None Specified,"[{'id': '32242', 'name': 'Shohei Ohtani', 'type': 'Player'}]",Plate Appearance,Shohei Ohtani - 1st Plate Appearance - Exact Result
