providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,subcategory,prop_label
0OU79093405U15150_3,2,3_79093405,Under,-245,1.40816327,1.40,20/49,151.5,,Unknown,None Specified,151502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405O15250_1,2,3_79093405,Over,+200,3,3.00,2/1,152.5,,Unknown,None Specified,152500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405U15250_3,2,3_79093405,Under,-270,1.37037038,1.37,10/27,152.5,,Unknown,None Specified,152502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405O15350_1,2,3_79093405,Over,+220,3.2,3.20,11/5,153.5,,Unknown,None Specified,153500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405U15350_3,2,3_79093405,Under,-298,1.33557047,1.33,50/149,153.5,,Unknown,None Specified,153502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405O15450_1,2,3_79093405,Over,+250,3.5,3.50,5/2,154.5,,Unknown,None Specified,154500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405U15450_3,2,3_79093405,Under,-345,1.28985508,1.28,20/69,154.5,,Unknown,None Specified,154502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405O15550_1,2,3_79093405,Over,+270,3.7,3.70,27/10,155.5,,Unknown,None Specified,155500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405U15550_3,2,3_79093405,Under,-375,1.26666667,1.26,4/15,155.5,,Unknown,None Specified,155502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405O15650_1,2,3_79093405,Over,+300,4,4.00,3/1,156.5,,Unknown,None Specified,156500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093405U15650_3,2,3_79093405,Under,-425,1.23529412,1.23,4/17,156.5,,Unknown,None Specified,156502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15450_1,2,3_79093426,Over,-375,1.26666667,1.26,4/15,154.5,,Unknown,None Specified,154500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15450_3,2,3_79093426,Under,+270,3.7,3.70,27/10,154.5,,Unknown,None Specified,154502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15550_1,2,3_79093426,Over,-330,1.30303031,1.30,10/33,155.5,,Unknown,None Specified,155500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15550_3,2,3_79093426,Under,+240,3.4,3.40,12/5,155.5,,Unknown,None Specified,155502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15650_1,2,3_79093426,Over,-298,1.33557047,1.33,50/149,156.5,,Unknown,None Specified,156500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15650_3,2,3_79093426,Under,+220,3.2,3.20,11/5,156.5,,Unknown,None Specified,156502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15750_1,2,3_79093426,Over,-270,1.37037038,1.37,10/27,157.5,,Unknown,None Specified,157500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15750_3,2,3_79093426,Under,+200,3,3.00,2/1,157.5,,Unknown,None Specified,157502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15850_1,2,3_79093426,Over,-238,1.42016807,1.42,50/119,158.5,,Unknown,None Specified,158500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15850_3,2,3_79093426,Under,+180,2.8,2.80,9/5,158.5,,Unknown,None Specified,158502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O15950_1,2,3_79093426,Over,-215,1.46511628,1.46,20/43,159.5,,Unknown,None Specified,159500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U15950_3,2,3_79093426,Under,+165,2.65,2.65,33/20,159.5,,Unknown,None Specified,159502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16050_1,2,3_79093426,Over,-195,1.51282052,1.51,20/39,160.5,,Unknown,None Specified,160500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16050_3,2,3_79093426,Under,+150,2.5,2.50,6/4,160.5,,Unknown,None Specified,160502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16150_1,2,3_79093426,Over,-175,1.57142858,1.57,4/7,161.5,,Unknown,None Specified,161500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16150_3,2,3_79093426,Under,+135,2.35,2.35,27/20,161.5,,Unknown,None Specified,161502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16250_1,2,3_79093426,Over,-160,1.625,1.62,5/8,162.5,,Unknown,None Specified,162500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16250_3,2,3_79093426,Under,+124,2.24,2.24,31/25,162.5,,Unknown,None Specified,162502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16350_1,2,3_79093426,Over,-145,1.68965518,1.68,20/29,163.5,,Unknown,None Specified,163500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16350_3,2,3_79093426,Under,+114,2.14,2.14,57/50,163.5,,Unknown,None Specified,163502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16450_1,2,3_79093426,Over,-130,1.76923077,1.76,10/13,164.5,,Unknown,None Specified,164500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16450_3,2,3_79093426,Under,+100,2,2.00,1/1,164.5,,Unknown,None Specified,164502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16550_1,2,3_79093426,Over,-120,1.83333334,1.83,5/6,165.5,,Unknown,True,165500,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16550_3,2,3_79093426,Under,-110,1.90909091,1.90,10/11,165.5,,Unknown,True,165502,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16750_1,2,3_79093426,Over,+105,2.05,2.05,21/20,167.5,,Unknown,None Specified,167500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16750_3,2,3_79093426,Under,-135,1.74074075,1.74,20/27,167.5,,Unknown,None Specified,167502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16850_1,2,3_79093426,Over,+114,2.14,2.14,57/50,168.5,,Unknown,None Specified,168500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16850_3,2,3_79093426,Under,-145,1.68965518,1.68,20/29,168.5,,Unknown,None Specified,168502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O16950_1,2,3_79093426,Over,+130,2.3,2.30,13/10,169.5,,Unknown,None Specified,169500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U16950_3,2,3_79093426,Under,-166,1.60240964,1.60,50/83,169.5,,Unknown,None Specified,169502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17050_1,2,3_79093426,Over,+140,2.4,2.40,7/5,170.5,,Unknown,None Specified,170500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17050_3,2,3_79093426,Under,-180,1.55555556,1.55,5/9,170.5,,Unknown,None Specified,170502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17150_1,2,3_79093426,Over,+154,2.54,2.54,77/50,171.5,,Unknown,None Specified,171500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17150_3,2,3_79093426,Under,-200,1.5,1.50,1/2,171.5,,Unknown,None Specified,171502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17250_1,2,3_79093426,Over,+170,2.7,2.70,17/10,172.5,,Unknown,None Specified,172500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17250_3,2,3_79093426,Under,-220,1.45454546,1.45,5/11,172.5,,Unknown,None Specified,172502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17350_1,2,3_79093426,Over,+185,2.85,2.85,37/20,173.5,,Unknown,None Specified,173500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17350_3,2,3_79093426,Under,-245,1.40816327,1.40,20/49,173.5,,Unknown,None Specified,173502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17450_1,2,3_79093426,Over,+200,3,3.00,2/1,174.5,,Unknown,None Specified,174500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17450_3,2,3_79093426,Under,-270,1.37037038,1.37,10/27,174.5,,Unknown,None Specified,174502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17550_1,2,3_79093426,Over,+220,3.2,3.20,11/5,175.5,,Unknown,None Specified,175500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17550_3,2,3_79093426,Under,-298,1.33557047,1.33,50/149,175.5,,Unknown,None Specified,175502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17650_1,2,3_79093426,Over,+240,3.4,3.40,12/5,176.5,,Unknown,None Specified,176500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17650_3,2,3_79093426,Under,-330,1.30303031,1.30,10/33,176.5,,Unknown,None Specified,176502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17750_1,2,3_79093426,Over,+270,3.7,3.70,27/10,177.5,,Unknown,None Specified,177500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17750_3,2,3_79093426,Under,-375,1.26666667,1.26,4/15,177.5,,Unknown,None Specified,177502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426O17850_1,2,3_79093426,Over,+290,3.9,3.90,29/10,178.5,,Unknown,None Specified,178500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093426U17850_3,2,3_79093426,Under,-410,1.24390244,1.24,10/41,178.5,,Unknown,None Specified,178502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13050_1,2,3_79093396,Over,-445,1.22471911,1.22,20/89,130.5,,Unknown,None Specified,130500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13050_3,2,3_79093396,Under,+310,4.1,4.10,31/10,130.5,,Unknown,None Specified,130502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13150_1,2,3_79093396,Over,-395,1.25316456,1.25,20/79,131.5,,Unknown,None Specified,131500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13150_3,2,3_79093396,Under,+280,3.8,3.80,14/5,131.5,,Unknown,None Specified,131502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13250_1,2,3_79093396,Over,-345,1.28985508,1.28,20/69,132.5,,Unknown,None Specified,132500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13250_3,2,3_79093396,Under,+250,3.5,3.50,5/2,132.5,,Unknown,None Specified,132502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13350_1,2,3_79093396,Over,-315,1.31746032,1.31,20/63,133.5,,Unknown,None Specified,133500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13350_3,2,3_79093396,Under,+230,3.3,3.30,23/10,133.5,,Unknown,None Specified,133502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13450_1,2,3_79093396,Over,-280,1.35714286,1.35,5/14,134.5,,Unknown,None Specified,134500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13450_3,2,3_79093396,Under,+210,3.1,3.10,21/10,134.5,,Unknown,None Specified,134502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13550_1,2,3_79093396,Over,-245,1.40816327,1.40,20/49,135.5,,Unknown,None Specified,135500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13550_3,2,3_79093396,Under,+185,2.85,2.85,37/20,135.5,,Unknown,None Specified,135502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13650_1,2,3_79093396,Over,-220,1.45454546,1.45,5/11,136.5,,Unknown,None Specified,136500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13650_3,2,3_79093396,Under,+170,2.7,2.70,17/10,136.5,,Unknown,None Specified,136502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13750_1,2,3_79093396,Over,-195,1.51282052,1.51,20/39,137.5,,Unknown,None Specified,137500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13750_3,2,3_79093396,Under,+150,2.5,2.50,6/4,137.5,,Unknown,None Specified,137502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13850_1,2,3_79093396,Over,-175,1.57142858,1.57,4/7,138.5,,Unknown,None Specified,138500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13850_3,2,3_79093396,Under,+135,2.35,2.35,27/20,138.5,,Unknown,None Specified,138502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O13950_1,2,3_79093396,Over,-160,1.625,1.62,5/8,139.5,,Unknown,None Specified,139500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U13950_3,2,3_79093396,Under,+124,2.24,2.24,31/25,139.5,,Unknown,None Specified,139502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14050_1,2,3_79093396,Over,-140,1.71428572,1.71,5/7,140.5,,Unknown,None Specified,140500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14050_3,2,3_79093396,Under,+110,2.1,2.10,11/10,140.5,,Unknown,None Specified,140502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14150_1,2,3_79093396,Over,-130,1.76923077,1.76,10/13,141.5,,Unknown,None Specified,141500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14150_3,2,3_79093396,Under,+100,2,2.00,1/1,141.5,,Unknown,None Specified,141502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14350_1,2,3_79093396,Over,-105,1.95238096,1.95,20/21,143.5,,Unknown,True,143500,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14350_3,2,3_79093396,Under,-125,1.8,1.80,4/5,143.5,,Unknown,True,143502,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14450_1,2,3_79093396,Over,+110,2.1,2.10,11/10,144.5,,Unknown,None Specified,144500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14450_3,2,3_79093396,Under,-140,1.71428572,1.71,5/7,144.5,,Unknown,None Specified,144502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14550_1,2,3_79093396,Over,+120,2.2,2.20,6/5,145.5,,Unknown,None Specified,145500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14550_3,2,3_79093396,Under,-154,1.64935065,1.64,50/77,145.5,,Unknown,None Specified,145502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14650_1,2,3_79093396,Over,+130,2.3,2.30,13/10,146.5,,Unknown,None Specified,146500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14650_3,2,3_79093396,Under,-166,1.60240964,1.60,50/83,146.5,,Unknown,None Specified,146502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14750_1,2,3_79093396,Over,+145,2.45,2.45,29/20,147.5,,Unknown,None Specified,147500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14750_3,2,3_79093396,Under,-188,1.5319149,1.53,25/47,147.5,,Unknown,None Specified,147502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14850_1,2,3_79093396,Over,+160,2.6,2.60,8/5,148.5,,Unknown,None Specified,148500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14850_3,2,3_79093396,Under,-210,1.47619048,1.47,10/21,148.5,,Unknown,None Specified,148502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O14950_1,2,3_79093396,Over,+180,2.8,2.80,9/5,149.5,,Unknown,None Specified,149500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U14950_3,2,3_79093396,Under,-238,1.42016807,1.42,50/119,149.5,,Unknown,None Specified,149502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O15050_1,2,3_79093396,Over,+195,2.95,2.95,39/20,150.5,,Unknown,None Specified,150500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U15050_3,2,3_79093396,Under,-260,1.38461539,1.38,5/13,150.5,,Unknown,None Specified,150502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O15150_1,2,3_79093396,Over,+220,3.2,3.20,11/5,151.5,,Unknown,None Specified,151500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U15150_3,2,3_79093396,Under,-298,1.33557047,1.33,50/149,151.5,,Unknown,None Specified,151502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O15250_1,2,3_79093396,Over,+240,3.4,3.40,12/5,152.5,,Unknown,None Specified,152500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U15250_3,2,3_79093396,Under,-330,1.30303031,1.30,10/33,152.5,,Unknown,None Specified,152502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O15350_1,2,3_79093396,Over,+260,3.6,3.60,13/5,153.5,,Unknown,None Specified,153500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U15350_3,2,3_79093396,Under,-360,1.27777778,1.27,5/18,153.5,,Unknown,None Specified,153502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396O15450_1,2,3_79093396,Over,+290,3.9,3.90,29/10,154.5,,Unknown,None Specified,154500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093396U15450_3,2,3_79093396,Under,-410,1.24390244,1.24,10/41,154.5,,Unknown,None Specified,154502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O13550_1,2,3_79093475,Over,-395,1.25316456,1.25,20/79,135.5,,Unknown,None Specified,135500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U13550_3,2,3_79093475,Under,+280,3.8,3.80,14/5,135.5,,Unknown,None Specified,135502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O13650_1,2,3_79093475,Over,-345,1.28985508,1.28,20/69,136.5,,Unknown,None Specified,136500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U13650_3,2,3_79093475,Under,+250,3.5,3.50,5/2,136.5,,Unknown,None Specified,136502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O13750_1,2,3_79093475,Over,-315,1.31746032,1.31,20/63,137.5,,Unknown,None Specified,137500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U13750_3,2,3_79093475,Under,+230,3.3,3.30,23/10,137.5,,Unknown,None Specified,137502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O13850_1,2,3_79093475,Over,-270,1.37037038,1.37,10/27,138.5,,Unknown,None Specified,138500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U13850_3,2,3_79093475,Under,+200,3,3.00,2/1,138.5,,Unknown,None Specified,138502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O13950_1,2,3_79093475,Over,-238,1.42016807,1.42,50/119,139.5,,Unknown,None Specified,139500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U13950_3,2,3_79093475,Under,+180,2.8,2.80,9/5,139.5,,Unknown,None Specified,139502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14050_1,2,3_79093475,Over,-215,1.46511628,1.46,20/43,140.5,,Unknown,None Specified,140500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14050_3,2,3_79093475,Under,+165,2.65,2.65,33/20,140.5,,Unknown,None Specified,140502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14150_1,2,3_79093475,Over,-195,1.51282052,1.51,20/39,141.5,,Unknown,None Specified,141500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14150_3,2,3_79093475,Under,+150,2.5,2.50,6/4,141.5,,Unknown,None Specified,141502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14250_1,2,3_79093475,Over,-175,1.57142858,1.57,4/7,142.5,,Unknown,None Specified,142500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14250_3,2,3_79093475,Under,+135,2.35,2.35,27/20,142.5,,Unknown,None Specified,142502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14350_1,2,3_79093475,Over,-160,1.625,1.62,5/8,143.5,,Unknown,None Specified,143500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14350_3,2,3_79093475,Under,+124,2.24,2.24,31/25,143.5,,Unknown,None Specified,143502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14450_1,2,3_79093475,Over,-145,1.68965518,1.68,20/29,144.5,,Unknown,None Specified,144500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14450_3,2,3_79093475,Under,+114,2.14,2.14,57/50,144.5,,Unknown,None Specified,144502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14550_1,2,3_79093475,Over,-130,1.76923077,1.76,10/13,145.5,,Unknown,None Specified,145500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14550_3,2,3_79093475,Under,+100,2,2.00,1/1,145.5,,Unknown,None Specified,145502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14650_1,2,3_79093475,Over,-120,1.83333334,1.83,5/6,146.5,,Unknown,True,146500,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14650_3,2,3_79093475,Under,-110,1.90909091,1.90,10/11,146.5,,Unknown,True,146502,"['MainPointLine', 'SGP']",None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14850_1,2,3_79093475,Over,+105,2.05,2.05,21/20,148.5,,Unknown,None Specified,148500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14850_3,2,3_79093475,Under,-135,1.74074075,1.74,20/27,148.5,,Unknown,None Specified,148502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O14950_1,2,3_79093475,Over,+114,2.14,2.14,57/50,149.5,,Unknown,None Specified,149500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U14950_3,2,3_79093475,Under,-145,1.68965518,1.68,20/29,149.5,,Unknown,None Specified,149502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15050_1,2,3_79093475,Over,+130,2.3,2.30,13/10,150.5,,Unknown,None Specified,150500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15050_3,2,3_79093475,Under,-166,1.60240964,1.60,50/83,150.5,,Unknown,None Specified,150502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15150_1,2,3_79093475,Over,+140,2.4,2.40,7/5,151.5,,Unknown,None Specified,151500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15150_3,2,3_79093475,Under,-180,1.55555556,1.55,5/9,151.5,,Unknown,None Specified,151502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15250_1,2,3_79093475,Over,+154,2.54,2.54,77/50,152.5,,Unknown,None Specified,152500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15250_3,2,3_79093475,Under,-200,1.5,1.50,1/2,152.5,,Unknown,None Specified,152502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15350_1,2,3_79093475,Over,+170,2.7,2.70,17/10,153.5,,Unknown,None Specified,153500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15350_3,2,3_79093475,Under,-220,1.45454546,1.45,5/11,153.5,,Unknown,None Specified,153502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15450_1,2,3_79093475,Over,+190,2.9,2.90,19/10,154.5,,Unknown,None Specified,154500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15450_3,2,3_79093475,Under,-250,1.4,1.40,2/5,154.5,,Unknown,None Specified,154502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475O15550_1,2,3_79093475,Over,+210,3.1,3.10,21/10,155.5,,Unknown,None Specified,155500,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
0OU79093475U15550_3,2,3_79093475,Under,-280,1.35714286,1.35,5/14,155.5,,Unknown,None Specified,155502,['SGP'],None Specified,Game Lines,Alternate Total,Total Alternate - NCAAB
