providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,subcategory,prop_label
0HC79132952N750_3,2,2_79132952,Creighton,-120,1.83333334,1.83,5/6,-7.5,Creighton,Team,True,-7501,"['MainPointLine', 'SGP']","[{'id': '43875', 'name': 'Creighton', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79132952P750_1,2,2_79132952,Louisville,-110,1.90909091,1.90,10/11,7.5,Louisville,Team,True,-7499,"['MainPointLine', 'SGP']","[{'id': '41477', 'name': 'Louisville', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79132952O16250_1,2,3_79132952,Over,-120,1.83333334,1.83,5/6,162.5,,Unknown,True,162500,"['MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79132952U16250_3,2,3_79132952,Under,-110,1.90909091,1.90,10/11,162.5,,Unknown,True,162502,"['MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79132952_3,2,1_79132952,Creighton,-445,1.22471911,1.22,20/89,None Specified,Creighton,Team,True,1280707235,['SGP'],"[{'id': '43875', 'name': 'Creighton', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79132952_1,2,1_79132952,Louisville,+310,4.1,4.10,31/10,None Specified,Louisville,Team,True,1280709231,['SGP'],"[{'id': '41477', 'name': 'Louisville', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79132960P1050_3,2,2_79132960,High Point,-125,1.8,1.80,4/5,10.5,High Point,Team,True,10499,"['MainPointLine', 'SGP']","[{'id': '45137', 'name': 'High Point', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79132960N1050_1,2,2_79132960,Purdue,-105,1.95238096,1.95,20/21,-10.5,Purdue,Team,True,10501,"['MainPointLine', 'SGP']","[{'id': '42127', 'name': 'Purdue', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79132960O14150_1,2,3_79132960,Over,-120,1.83333334,1.83,5/6,141.5,,Unknown,True,141500,"['MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79132960U14150_3,2,3_79132960,Under,-110,1.90909091,1.90,10/11,141.5,,Unknown,True,141502,"['MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79132960_3,2,1_79132960,High Point,+575,6.75,6.75,23/4,None Specified,High Point,Team,True,1280707774,['SGP'],"[{'id': '45137', 'name': 'High Point', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79132960_1,2,1_79132960,Purdue,-950,1.10526316,1.10,2/19,None Specified,Purdue,Team,True,1280709770,['SGP'],"[{'id': '42127', 'name': 'Purdue', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092767P1650_3,2,2_79092767,Montana,-110,1.90909091,1.90,10/11,16.5,Montana,Team,True,16499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42575', 'name': 'Montana', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092767N1650_1,2,2_79092767,Wisconsin,-110,1.90909091,1.90,10/11,-16.5,Wisconsin,Team,True,16501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43620', 'name': 'Wisconsin', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092767O15350_1,2,3_79092767,Over,-105,1.95238096,1.95,20/21,153.5,,Unknown,True,153500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092767U15350_3,2,3_79092767,Under,-115,1.86956522,1.86,20/23,153.5,,Unknown,True,153502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092767_3,2,1_79092767,Montana,+900,10,10.00,9/1,None Specified,Montana,Team,True,1279858456,['SGP'],"[{'id': '42575', 'name': 'Montana', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092767_1,2,1_79092767,Wisconsin,-1600,1.0625,1.06,1/16,None Specified,Wisconsin,Team,True,1279860452,['SGP'],"[{'id': '43620', 'name': 'Wisconsin', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092890P2850_3,2,2_79092890,SIU Edwardsville,-108,1.92592593,1.92,25/27,28.5,SIU Edwardsville,Team,True,28499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43647', 'name': 'SIU Edwardsville', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092890N2850_1,2,2_79092890,Houston,-112,1.89285715,1.89,25/28,-28.5,Houston,Team,True,28501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43043', 'name': 'Houston', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092890O12650_1,2,3_79092890,Over,-115,1.86956522,1.86,20/23,126.5,,Unknown,True,126500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092890U12650_3,2,3_79092890,Under,-105,1.95238096,1.95,20/21,126.5,,Unknown,True,126502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092890_3,2,1_79092890,SIU Edwardsville,+3500,36,36.00,35/1,None Specified,SIU Edwardsville,Team,True,1279859807,['SGP'],"[{'id': '43647', 'name': 'SIU Edwardsville', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092890_1,2,1_79092890,Houston,-20000,1.005,1.005,1/200,None Specified,Houston,Team,True,1279861803,['SGP'],"[{'id': '43043', 'name': 'Houston', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79111727P3250_3,2,2_79111727,Alabama State,-112,1.89285715,1.89,25/28,32.5,Alabama State,Team,True,32499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42969', 'name': 'Alabama State', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79111727N3250_1,2,2_79111727,Auburn,-108,1.92592593,1.92,25/27,-32.5,Auburn,Team,True,32501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44071', 'name': 'Auburn', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79111727O14750_1,2,3_79111727,Over,-115,1.86956522,1.86,20/23,147.5,,Unknown,True,147500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79111727U14750_3,2,3_79111727,Under,-105,1.95238096,1.95,20/21,147.5,,Unknown,True,147502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79111727_3,2,1_79111727,Alabama State,+3500,36,36.00,35/1,None Specified,Alabama State,Team,True,1280260054,['SGP'],"[{'id': '42969', 'name': 'Alabama State', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79111727_1,2,1_79111727,Auburn,-20000,1.005,1.005,1/200,None Specified,Auburn,Team,True,1280262050,['SGP'],"[{'id': '44071', 'name': 'Auburn', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092912P750_3,2,2_79092912,McNeese,-108,1.92592593,1.92,25/27,7.5,McNeese,Team,True,7499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '41412', 'name': 'McNeese', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092912N750_1,2,2_79092912,Clemson,-112,1.89285715,1.89,25/28,-7.5,Clemson,Team,True,7501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '41619', 'name': 'Clemson', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092912O13550_1,2,3_79092912,Over,-115,1.86956522,1.86,20/23,135.5,,Unknown,True,135500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092912U13550_3,2,3_79092912,Under,-105,1.95238096,1.95,20/21,135.5,,Unknown,True,135502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092912_3,2,1_79092912,McNeese,+275,3.75,3.75,11/4,None Specified,McNeese,Team,True,1279860136,['SGP'],"[{'id': '41412', 'name': 'McNeese', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092912_1,2,1_79092912,Clemson,-345,1.28985508,1.28,20/69,None Specified,Clemson,Team,True,1279862132,['SGP'],"[{'id': '41619', 'name': 'Clemson', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092766P250_3,2,2_79092766,VCU,-112,1.89285715,1.89,25/28,2.5,VCU,Team,True,2499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42328', 'name': 'VCU', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092766N250_1,2,2_79092766,BYU,-108,1.92592593,1.92,25/27,-2.5,BYU,Team,True,2501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44811', 'name': 'BYU', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092766O14750_1,2,3_79092766,Over,-112,1.89285715,1.89,25/28,147.5,,Unknown,True,147500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092766U14750_3,2,3_79092766,Under,-108,1.92592593,1.92,25/27,147.5,,Unknown,True,147502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092766_3,2,1_79092766,VCU,+114,2.14,2.14,57/50,None Specified,VCU,Team,True,1279858449,['SGP'],"[{'id': '42328', 'name': 'VCU', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092766_1,2,1_79092766,BYU,-135,1.74074075,1.74,20/27,None Specified,BYU,Team,True,1279860445,['SGP'],"[{'id': '44811', 'name': 'BYU', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79093078P750_3,2,2_79093078,Georgia,-118,1.84745763,1.84,50/59,7.5,Georgia Bulldogs,Team,True,7499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42478', 'name': 'Georgia Bulldogs', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79093078N750_1,2,2_79093078,Gonzaga,-102,1.98039216,1.98,50/51,-7.5,Gonzaga,Team,True,7501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44154', 'name': 'Gonzaga', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79093078O15150_1,2,3_79093078,Over,-105,1.95238096,1.95,20/21,151.5,,Unknown,True,151500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79093078U15150_3,2,3_79093078,Under,-115,1.86956522,1.86,20/23,151.5,,Unknown,True,151502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79093078_3,2,1_79093078,Georgia,+260,3.6,3.60,13/5,None Specified,Georgia Bulldogs,Team,True,1279863188,['SGP'],"[{'id': '42478', 'name': 'Georgia Bulldogs', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79093078_1,2,1_79093078,Gonzaga,-325,1.30769231,1.30,4/13,None Specified,Gonzaga,Team,True,1279865184,['SGP'],"[{'id': '44154', 'name': 'Gonzaga', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092949P1850_3,2,2_79092949,Wofford,-115,1.86956522,1.86,20/23,18.5,Wofford,Team,True,18499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42442', 'name': 'Wofford', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092949N1850_1,2,2_79092949,Tennessee,-105,1.95238096,1.95,20/21,-18.5,Tennessee,Team,True,18501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42305', 'name': 'Tennessee', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092949O13450_1,2,3_79092949,Over,-105,1.95238096,1.95,20/21,134.5,,Unknown,True,134500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092949U13450_3,2,3_79092949,Under,-115,1.86956522,1.86,20/23,134.5,,Unknown,True,134502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092949_3,2,1_79092949,Wofford,+1300,14,14.00,13/1,None Specified,Wofford,Team,True,1279861137,['SGP'],"[{'id': '42442', 'name': 'Wofford', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092949_1,2,1_79092949,Tennessee,-2800,1.03571429,1.03,1/28,None Specified,Tennessee,Team,True,1279863133,['SGP'],"[{'id': '42305', 'name': 'Tennessee', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092964P450_3,2,2_79092964,Arkansas,-102,1.98039216,1.98,50/51,4.5,Arkansas,Team,True,4499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42107', 'name': 'Arkansas', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092964N450_1,2,2_79092964,Kansas,-118,1.84745763,1.84,50/59,-4.5,Kansas,Team,True,4501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '41920', 'name': 'Kansas', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092964O14550_1,2,3_79092964,Over,-115,1.86956522,1.86,20/23,145.5,,Unknown,True,145500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092964U14550_3,2,3_79092964,Under,-105,1.95238096,1.95,20/21,145.5,,Unknown,True,145502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092964_3,2,1_79092964,Arkansas,+180,2.8,2.80,9/5,None Specified,Arkansas,Team,True,1279861242,['SGP'],"[{'id': '42107', 'name': 'Arkansas', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092964_1,2,1_79092964,Kansas,-218,1.4587156,1.45,50/109,None Specified,Kansas,Team,True,1279863238,['SGP'],"[{'id': '41920', 'name': 'Kansas', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092474P750_3,2,2_79092474,Yale,-112,1.89285715,1.89,25/28,7.5,Yale,Team,True,7499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42873', 'name': 'Yale', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092474N750_1,2,2_79092474,Texas A&M,-108,1.92592593,1.92,25/27,-7.5,Texas A&M,Team,True,7501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44866', 'name': 'Texas A&M', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092474O13950_1,2,3_79092474,Over,-112,1.89285715,1.89,25/28,139.5,,Unknown,True,139500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092474U13950_3,2,3_79092474,Under,-108,1.92592593,1.92,25/27,139.5,,Unknown,True,139502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092474_3,2,1_79092474,Yale,+275,3.75,3.75,11/4,None Specified,Yale,Team,True,1279852093,['SGP'],"[{'id': '42873', 'name': 'Yale', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092474_1,2,1_79092474,Texas A&M,-345,1.28985508,1.28,20/69,None Specified,Texas A&M,Team,True,1279854089,['SGP'],"[{'id': '44866', 'name': 'Texas A&M', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092959P650_3,2,2_79092959,Drake,-115,1.86956522,1.86,20/23,6.5,Drake,Team,True,6499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '41573', 'name': 'Drake', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092959N650_1,2,2_79092959,Missouri,-105,1.95238096,1.95,20/21,-6.5,Missouri,Team,True,6501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43114', 'name': 'Missouri', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092959O13250_1,2,3_79092959,Over,-115,1.86956522,1.86,20/23,132.5,,Unknown,True,132500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092959U13250_3,2,3_79092959,Under,-105,1.95238096,1.95,20/21,132.5,,Unknown,True,132502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092959_3,2,1_79092959,Drake,+210,3.1,3.10,21/10,None Specified,Drake,Team,True,1279861207,['SGP'],"[{'id': '41573', 'name': 'Drake', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092959_1,2,1_79092959,Missouri,-258,1.3875969,1.38,50/129,None Specified,Missouri,Team,True,1279863203,['SGP'],"[{'id': '43114', 'name': 'Missouri', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092948P550_3,2,2_79092948,Utah State,-112,1.89285715,1.89,25/28,5.5,Utah State,Team,True,5499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44224', 'name': 'Utah State', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092948N550_1,2,2_79092948,UCLA,-108,1.92592593,1.92,25/27,-5.5,UCLA,Team,True,5501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44331', 'name': 'UCLA', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092948O14450_1,2,3_79092948,Over,-105,1.95238096,1.95,20/21,144.5,,Unknown,True,144500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092948U14450_3,2,3_79092948,Under,-115,1.86956522,1.86,20/23,144.5,,Unknown,True,144502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092948_3,2,1_79092948,Utah State,+180,2.8,2.80,9/5,None Specified,Utah State,Team,True,1279861130,['SGP'],"[{'id': '44224', 'name': 'Utah State', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092948_1,2,1_79092948,UCLA,-218,1.4587156,1.45,50/109,None Specified,UCLA,Team,True,1279863126,['SGP'],"[{'id': '44331', 'name': 'UCLA', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092965P1850_3,2,2_79092965,Omaha,-108,1.92592593,1.92,25/27,18.5,Omaha,Team,True,18499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43093', 'name': 'Omaha', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092965N1850_1,2,2_79092965,St. Johns,-112,1.89285715,1.89,25/28,-18.5,St. Johns,Team,True,18501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '41392', 'name': 'St. Johns', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092965O14950_1,2,3_79092965,Over,-110,1.90909091,1.90,10/11,149.5,,Unknown,True,149500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092965U14950_3,2,3_79092965,Under,-110,1.90909091,1.90,10/11,149.5,,Unknown,True,149502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092965_3,2,1_79092965,Omaha,+1300,14,14.00,13/1,None Specified,Omaha,Team,True,1279861249,['SGP'],"[{'id': '43093', 'name': 'Omaha', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092965_1,2,1_79092965,St. Johns,-2800,1.03571429,1.03,1/28,None Specified,St. Johns,Team,True,1279863245,['SGP'],"[{'id': '41392', 'name': 'St. Johns', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092459P250_3,2,2_79092459,UC San Diego,-118,1.84745763,1.84,50/59,2.5,UC San Diego,Team,True,2499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '302038', 'name': 'UC San Diego', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092459N250_1,2,2_79092459,Michigan,-102,1.98039216,1.98,50/51,-2.5,Michigan,Team,True,2501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43956', 'name': 'Michigan', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092459O14250_1,2,3_79092459,Over,-108,1.92592593,1.92,25/27,142.5,,Unknown,True,142500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092459U14250_3,2,3_79092459,Under,-108,1.92592593,1.92,25/27,142.5,,Unknown,True,142502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092459_3,2,1_79092459,UC San Diego,+120,2.2,2.20,6/5,None Specified,UC San Diego,Team,True,1279851932,['SGP'],"[{'id': '302038', 'name': 'UC San Diego', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092459_1,2,1_79092459,Michigan,-142,1.70422536,1.70,50/71,None Specified,Michigan,Team,True,1279853928,['SGP'],"[{'id': '43956', 'name': 'Michigan', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092963P1550_3,2,2_79092963,UNC Wilmington,-120,1.83333334,1.83,5/6,15.5,UNC Wilmington,Team,True,15499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42593', 'name': 'UNC Wilmington', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092963N1550_1,2,2_79092963,Texas Tech,+100,2,2.00,1/1,-15.5,Texas Tech,Team,True,15501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42835', 'name': 'Texas Tech', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092963O14350_1,2,3_79092963,Over,-110,1.90909091,1.90,10/11,143.5,,Unknown,True,143500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092963U14350_3,2,3_79092963,Under,-110,1.90909091,1.90,10/11,143.5,,Unknown,True,143502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092963_3,2,1_79092963,UNC Wilmington,+900,10,10.00,9/1,None Specified,UNC Wilmington,Team,True,1279861235,['SGP'],"[{'id': '42593', 'name': 'UNC Wilmington', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092963_1,2,1_79092963,Texas Tech,-1600,1.0625,1.06,1/16,None Specified,Texas Tech,Team,True,1279863231,['SGP'],"[{'id': '42835', 'name': 'Texas Tech', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092703P100_3,2,2_79092703,Baylor,-108,1.92592593,1.92,25/27,1,Baylor,Team,True,999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44466', 'name': 'Baylor', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092703N100_1,2,2_79092703,Mississippi State,-112,1.89285715,1.89,25/28,-1,Mississippi State,Team,True,1001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42185', 'name': 'Mississippi State', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092703O14450_1,2,3_79092703,Over,-110,1.90909091,1.90,10/11,144.5,,Unknown,True,144500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092703U14450_3,2,3_79092703,Under,-110,1.90909091,1.90,10/11,144.5,,Unknown,True,144502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092703_3,2,1_79092703,Baylor,+100,2,2.00,1/1,None Specified,Baylor,Team,True,1279857126,['SGP'],"[{'id': '44466', 'name': 'Baylor', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092703_1,2,1_79092703,Mississippi State,-120,1.83333334,1.83,5/6,None Specified,Mississippi State,Team,True,1279859122,['SGP'],"[{'id': '42185', 'name': 'Mississippi State', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092773P2350_3,2,2_79092773,Robert Morris,-118,1.84745763,1.84,50/59,23.5,Robert Morris,Team,True,23499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '44588', 'name': 'Robert Morris', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092773N2350_1,2,2_79092773,Alabama,-102,1.98039216,1.98,50/51,-23.5,Alabama,Team,True,23501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42858', 'name': 'Alabama', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092773O16650_1,2,3_79092773,Over,-105,1.95238096,1.95,20/21,166.5,,Unknown,True,166500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092773U16650_3,2,3_79092773,Under,-115,1.86956522,1.86,20/23,166.5,,Unknown,True,166502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092773_3,2,1_79092773,Robert Morris,+1800,19,19.00,18/1,None Specified,Robert Morris,Team,True,1279858596,['SGP'],"[{'id': '44588', 'name': 'Robert Morris', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092773_1,2,1_79092773,Alabama,-5000,1.02,1.02,1/50,None Specified,Alabama,Team,True,1279860592,['SGP'],"[{'id': '42858', 'name': 'Alabama', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092479P1450_3,2,2_79092479,Lipscomb,-110,1.90909091,1.90,10/11,14.5,Lipscomb,Team,True,14499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43785', 'name': 'Lipscomb', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092479N1450_1,2,2_79092479,Iowa State,-110,1.90909091,1.90,10/11,-14.5,Iowa State,Team,True,14501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '42961', 'name': 'Iowa State', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79092479O14250_1,2,3_79092479,Over,-112,1.89285715,1.89,25/28,142.5,,Unknown,True,142500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79092479U14250_3,2,3_79092479,Under,-108,1.92592593,1.92,25/27,142.5,,Unknown,True,142502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79092479_3,2,1_79092479,Lipscomb,+850,9.5,9.50,17/2,None Specified,Lipscomb,Team,True,1279852128,['SGP'],"[{'id': '43785', 'name': 'Lipscomb', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79092479_1,2,1_79092479,Iowa State,-1450,1.06896552,1.06,2/29,None Specified,Iowa State,Team,True,1279854124,['SGP'],"[{'id': '42961', 'name': 'Iowa State', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79092954N150_3,2,2_79092954,Colorado State,-112,1.89285715,1.89,25/28,-1.5,Colorado State,Team,True,-1501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '45374', 'name': 'Colorado State', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79092954P150_1,2,2_79092954,Memphis,-108,1.92592593,1.92,25/27,1.5,Memphis,Team,True,-1499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '43053', 'name': 'Memphis', 'type': 'Team'}]",Game Lines,Game,Spread
