providerOutcomeId,providerId,providerOfferId,label,oddsAmerican,oddsDecimal,oddsDecimalDisplay,oddsFractional,line,participant,participantType,main,sortOrder,tags,participants,category,subcategory,prop_label
0HC79308423P600_3,2,2_79308423,PHO Suns,-110,1.90909091,1.90,10/11,6,PHO Suns,Team,True,5999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32949', 'name': 'PHO Suns', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308423N600_1,2,2_79308423,MIL Bucks,-110,1.90909091,1.90,10/11,-6,MIL Bucks,Team,True,6001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32933', 'name': 'MIL Bucks', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308423O22400_1,2,3_79308423,Over,-110,1.90909091,1.90,10/11,224,,Unknown,True,224000,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308423U22400_3,2,3_79308423,Under,-110,1.90909091,1.90,10/11,224,,Unknown,True,224002,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308423_3,2,1_79308423,PHO Suns,+200,3,3.00,2/1,None Specified,PHO Suns,Team,True,1284723556,['SGP'],"[{'id': '32949', 'name': 'PHO Suns', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308423_1,2,1_79308423,MIL Bucks,-245,1.40816327,1.40,20/49,None Specified,MIL Bucks,Team,True,1284725552,['SGP'],"[{'id': '32933', 'name': 'MIL Bucks', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308447P1350_3,2,2_79308447,PHI 76ers,-112,1.89285715,1.89,25/28,13.5,PHI 76ers,Team,True,13499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32947', 'name': 'PHI 76ers', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308447N1350_1,2,2_79308447,NY Knicks,-108,1.92592593,1.92,25/27,-13.5,NY Knicks,Team,True,13501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32940', 'name': 'NY Knicks', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308447O22000_1,2,3_79308447,Over,-110,1.90909091,1.90,10/11,220,,Unknown,True,220000,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308447U22000_3,2,3_79308447,Under,-110,1.90909091,1.90,10/11,220,,Unknown,True,220002,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308447_3,2,1_79308447,PHI 76ers,+650,7.5,7.50,13/2,None Specified,PHI 76ers,Team,True,1284724018,['SGP'],"[{'id': '32947', 'name': 'PHI 76ers', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308447_1,2,1_79308447,NY Knicks,-1000,1.1,1.10,1/10,None Specified,NY Knicks,Team,True,1284726014,['SGP'],"[{'id': '32940', 'name': 'NY Knicks', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308403P600_3,2,2_79308403,POR Trail Blazers,-110,1.90909091,1.90,10/11,6,POR Trail Blazers,Team,True,5999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32952', 'name': 'POR Trail Blazers', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308403N600_1,2,2_79308403,ATL Hawks,-110,1.90909091,1.90,10/11,-6,ATL Hawks,Team,True,6001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32892', 'name': 'ATL Hawks', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308403O23800_1,2,3_79308403,Over,-110,1.90909091,1.90,10/11,238,,Unknown,True,238000,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308403U23800_3,2,3_79308403,Under,-110,1.90909091,1.90,10/11,238,,Unknown,True,238002,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308403_3,2,1_79308403,POR Trail Blazers,+190,2.9,2.90,19/10,None Specified,POR Trail Blazers,Team,True,1284723032,['SGP'],"[{'id': '32952', 'name': 'POR Trail Blazers', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308403_1,2,1_79308403,ATL Hawks,-230,1.43478261,1.43,10/23,None Specified,ATL Hawks,Team,True,1284725028,['SGP'],"[{'id': '32892', 'name': 'ATL Hawks', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308493N400_3,2,2_79308493,GS Warriors,-110,1.90909091,1.90,10/11,-4,GS Warriors,Team,True,-4001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32917', 'name': 'GS Warriors', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308493P400_1,2,2_79308493,MEM Grizzlies,-110,1.90909091,1.90,10/11,4,MEM Grizzlies,Team,True,-3999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32929', 'name': 'MEM Grizzlies', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308493O23950_1,2,3_79308493,Over,-110,1.90909091,1.90,10/11,239.5,,Unknown,True,239500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308493U23950_3,2,3_79308493,Under,-110,1.90909091,1.90,10/11,239.5,,Unknown,True,239502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308493_3,2,1_79308493,GS Warriors,-175,1.57142858,1.57,4/7,None Specified,GS Warriors,Team,True,1284725180,['SGP'],"[{'id': '32917', 'name': 'GS Warriors', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308493_1,2,1_79308493,MEM Grizzlies,+145,2.45,2.45,29/20,None Specified,MEM Grizzlies,Team,True,1284727176,['SGP'],"[{'id': '32929', 'name': 'MEM Grizzlies', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308469P400_3,2,2_79308469,TOR Raptors,-110,1.90909091,1.90,10/11,4,TOR Raptors,Team,True,3999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32957', 'name': 'TOR Raptors', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308469N400_1,2,2_79308469,CHI Bulls,-110,1.90909091,1.90,10/11,-4,CHI Bulls,Team,True,4001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32906', 'name': 'CHI Bulls', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308469O23750_1,2,3_79308469,Over,-110,1.90909091,1.90,10/11,237.5,,Unknown,True,237500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308469U23750_3,2,3_79308469,Under,-110,1.90909091,1.90,10/11,237.5,,Unknown,True,237502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308469_3,2,1_79308469,TOR Raptors,+145,2.45,2.45,29/20,None Specified,TOR Raptors,Team,True,1284724557,['SGP'],"[{'id': '32957', 'name': 'TOR Raptors', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308469_1,2,1_79308469,CHI Bulls,-175,1.57142858,1.57,4/7,None Specified,CHI Bulls,Team,True,1284726553,['SGP'],"[{'id': '32906', 'name': 'CHI Bulls', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308520N400_3,2,2_79308520,ORL Magic,-115,1.86956522,1.86,20/23,-4,ORL Magic,Team,True,-4001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32945', 'name': 'ORL Magic', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308520P400_1,2,2_79308520,SA Spurs,-105,1.95238096,1.95,20/21,4,SA Spurs,Team,True,-3999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32955', 'name': 'SA Spurs', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308520O21650_1,2,3_79308520,Over,-110,1.90909091,1.90,10/11,216.5,,Unknown,True,216500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308520U21650_3,2,3_79308520,Under,-110,1.90909091,1.90,10/11,216.5,,Unknown,True,216502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308520_3,2,1_79308520,ORL Magic,-180,1.55555556,1.55,5/9,None Specified,ORL Magic,Team,True,1284725782,['SGP'],"[{'id': '32945', 'name': 'ORL Magic', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308520_1,2,1_79308520,SA Spurs,+150,2.5,2.50,6/4,None Specified,SA Spurs,Team,True,1284727778,['SGP'],"[{'id': '32955', 'name': 'SA Spurs', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79308521P350_3,2,2_79308521,MIN Timberwolves,-112,1.89285715,1.89,25/28,3.5,MIN Timberwolves,Team,True,3499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79308521N350_1,2,2_79308521,DEN Nuggets,-108,1.92592593,1.92,25/27,-3.5,DEN Nuggets,Team,True,3501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32913', 'name': 'DEN Nuggets', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79308521O23200_1,2,3_79308521,Over,-112,1.89285715,1.89,25/28,232,,Unknown,True,232000,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79308521U23200_3,2,3_79308521,Under,-108,1.92592593,1.92,25/27,232,,Unknown,True,232002,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79308521_3,2,1_79308521,MIN Timberwolves,+130,2.3,2.30,13/10,None Specified,MIN Timberwolves,Team,True,1284725789,['SGP'],"[{'id': '32935', 'name': 'MIN Timberwolves', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79308521_1,2,1_79308521,DEN Nuggets,-155,1.6451613,1.64,20/31,None Specified,DEN Nuggets,Team,True,1284727785,['SGP'],"[{'id': '32913', 'name': 'DEN Nuggets', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79310080N1200_3,2,2_79310080,SAC Kings,-110,1.90909091,1.90,10/11,-12,SAC Kings,Team,True,-12001,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32954', 'name': 'SAC Kings', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79310080P1200_1,2,2_79310080,WAS Wizards,-110,1.90909091,1.90,10/11,12,WAS Wizards,Team,True,-11999,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32962', 'name': 'WAS Wizards', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79310080O23150_1,2,3_79310080,Over,-110,1.90909091,1.90,10/11,231.5,,Unknown,True,231500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79310080U23150_3,2,3_79310080,Under,-110,1.90909091,1.90,10/11,231.5,,Unknown,True,231502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79310080_3,2,1_79310080,SAC Kings,-650,1.15384616,1.15,2/13,None Specified,SAC Kings,Team,True,1284757975,['SGP'],"[{'id': '32954', 'name': 'SAC Kings', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79310080_1,2,1_79310080,WAS Wizards,+470,5.7,5.70,47/10,None Specified,WAS Wizards,Team,True,1284759971,['SGP'],"[{'id': '32962', 'name': 'WAS Wizards', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79310079P1450_3,2,2_79310079,CHA Hornets,-110,1.90909091,1.90,10/11,14.5,CHA Hornets,Team,True,14499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32904', 'name': 'CHA Hornets', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79310079N1450_1,2,2_79310079,IND Pacers,-110,1.90909091,1.90,10/11,-14.5,IND Pacers,Team,True,14501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32922', 'name': 'IND Pacers', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79310079O22350_1,2,3_79310079,Over,-110,1.90909091,1.90,10/11,223.5,,Unknown,True,223500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79310079U22350_3,2,3_79310079,Under,-110,1.90909091,1.90,10/11,223.5,,Unknown,True,223502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79310079_3,2,1_79310079,CHA Hornets,+750,8.5,8.50,15/2,None Specified,CHA Hornets,Team,True,1284757968,['SGP'],"[{'id': '32904', 'name': 'CHA Hornets', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79310079_1,2,1_79310079,IND Pacers,-1200,1.08333334,1.08,1/12,None Specified,IND Pacers,Team,True,1284759964,['SGP'],"[{'id': '32922', 'name': 'IND Pacers', 'type': 'Team'}]",Game Lines,Game,Moneyline
0HC79310081P1050_3,2,2_79310081,MIA Heat,-110,1.90909091,1.90,10/11,10.5,MIA Heat,Team,True,10499,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32931', 'name': 'MIA Heat', 'type': 'Team'}]",Game Lines,Game,Spread
0HC79310081N1050_1,2,2_79310081,BOS Celtics,-110,1.90909091,1.90,10/11,-10.5,BOS Celtics,Team,True,10501,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']","[{'id': '32898', 'name': 'BOS Celtics', 'type': 'Team'}]",Game Lines,Game,Spread
0OU79310081O21250_1,2,3_79310081,Over,-110,1.90909091,1.90,10/11,212.5,,Unknown,True,212500,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0OU79310081U21250_3,2,3_79310081,Under,-110,1.90909091,1.90,10/11,212.5,,Unknown,True,212502,"['ProgressiveParlayTeamEligible', 'MainPointLine', 'SGP']",None Specified,Game Lines,Game,Total
0ML79310081_3,2,1_79310081,MIA Heat,+380,4.8,4.80,19/5,None Specified,MIA Heat,Team,True,1284757982,['SGP'],"[{'id': '32931', 'name': 'MIA Heat', 'type': 'Team'}]",Game Lines,Game,Moneyline
0ML79310081_1,2,1_79310081,BOS Celtics,-500,1.2,1.20,1/5,None Specified,BOS Celtics,Team,True,1284759978,['SGP'],"[{'id': '32898', 'name': 'BOS Celtics', 'type': 'Team'}]",Game Lines,Game,Moneyline
0QA241665053#200182995_13L42648Q1258387513Q20,2,241665053,8+,-1200,1.08333334,1.08,1/12,None Specified,Brook Lopez,Unknown,None Specified,10895,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183008_13L42648Q1243631508Q20,2,241665053,10+,-525,1.1904762,1.19,4/21,None Specified,Brook Lopez,Unknown,None Specified,11908,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183024_13L42648Q12000308824Q20,2,241665053,12+,-260,1.38461539,1.38,5/13,None Specified,Brook Lopez,Unknown,None Specified,13823,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183048_13L42648Q11337895931Q20,2,241665053,15+,-115,1.86956522,1.86,20/23,None Specified,Brook Lopez,Unknown,True,18648,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183089_13L42648Q1-1088221744Q20,2,241665053,18+,+185,2.85,2.85,37/20,None Specified,Brook Lopez,Unknown,None Specified,28589,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183130_13L42648Q1-1697847620Q20,2,241665053,20+,+300,4,4.00,3/1,None Specified,Brook Lopez,Unknown,None Specified,40030,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183163_13L42648Q11520391110Q20,2,241665053,25+,+1000,11,11.00,10/1,None Specified,Brook Lopez,Unknown,None Specified,110063,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665053#200183204_13L42648Q1-1786549384Q20,2,241665053,30+,+3500,36,36.00,35/1,None Specified,Brook Lopez,Unknown,None Specified,360004,['SGP'],"[{'id': '33171', 'name': 'Brook Lopez', 'type': 'Player'}]",Player Points,Points,Brook Lopez Points
0QA241665057#200182993_13L42648Q1-1088221744Q20,2,241665057,18+,-1800,1.05555556,1.05,1/18,None Specified,Devin Booker,Unknown,None Specified,10593,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183005_13L42648Q1-1697847620Q20,2,241665057,20+,-900,1.11111112,1.11,1/9,None Specified,Devin Booker,Unknown,None Specified,11105,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183020_13L42648Q11520391110Q20,2,241665057,25+,-250,1.4,1.40,2/5,None Specified,Devin Booker,Unknown,None Specified,14020,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200850901_13L42648Q1406863793Q20,2,241665057,29+,-115,1.86956522,1.86,20/23,None Specified,Devin Booker,Unknown,None Specified,18601,"['SGP', 'MostBalancedGlobalProbability']","[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183053_13L42648Q1-1786549384Q20,2,241665057,30+,+105,2.05,2.05,21/20,None Specified,Devin Booker,Unknown,True,20553,"['MostBalancedOdds', 'SGP']","[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183091_13L42648Q147078906Q20,2,241665057,35+,+275,3.75,3.75,11/4,None Specified,Devin Booker,Unknown,None Specified,37591,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183134_13L42648Q11296223914Q20,2,241665057,40+,+750,8.5,8.50,15/2,None Specified,Devin Booker,Unknown,None Specified,85034,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665057#200183169_13L42648Q11086310480Q20,2,241665057,45+,+1800,19,19.00,18/1,None Specified,Devin Booker,Unknown,None Specified,190069,['SGP'],"[{'id': '33309', 'name': 'Devin Booker', 'type': 'Player'}]",Player Points,Points,Devin Booker Points
0QA241665049#200182966_13L42648Q1-1665381124Q20,2,241665049,6+,-2000,1.05,1.05,1/20,None Specified,Gary Trent Jr.,Unknown,None Specified,10566,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182967_13L42648Q1258387513Q20,2,241665049,8+,-800,1.125,1.12,1/8,None Specified,Gary Trent Jr.,Unknown,None Specified,11267,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182968_13L42648Q1243631508Q20,2,241665049,10+,-370,1.27027028,1.27,10/37,None Specified,Gary Trent Jr.,Unknown,None Specified,12768,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182969_13L42648Q12000308824Q20,2,241665049,12+,-205,1.48780488,1.48,20/41,None Specified,Gary Trent Jr.,Unknown,None Specified,14869,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200229067_13L42648Q1326131605Q20,2,241665049,14+,-120,1.83333334,1.83,5/6,None Specified,Gary Trent Jr.,Unknown,None Specified,18367,"['SGP', 'MostBalancedGlobalProbability']","[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182976_13L42648Q11337895931Q20,2,241665049,15+,+105,2.05,2.05,21/20,None Specified,Gary Trent Jr.,Unknown,True,20576,"['MostBalancedOdds', 'SGP']","[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182980_13L42648Q1-1088221744Q20,2,241665049,18+,+210,3.1,3.10,21/10,None Specified,Gary Trent Jr.,Unknown,None Specified,31080,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182985_13L42648Q1-1697847620Q20,2,241665049,20+,+340,4.4,4.40,17/5,None Specified,Gary Trent Jr.,Unknown,None Specified,44085,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200182992_13L42648Q11520391110Q20,2,241665049,25+,+1000,11,11.00,10/1,None Specified,Gary Trent Jr.,Unknown,None Specified,110092,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665049#200192365_13L42648Q1-1786549384Q20,2,241665049,30+,+3000,31,31.00,30/1,None Specified,Gary Trent Jr.,Unknown,None Specified,310065,['SGP'],"[{'id': '33331', 'name': 'Gary Trent Jr.', 'type': 'Player'}]",Player Points,Points,Gary Trent Jr. Points
0QA241665051#200182979_13L42648Q11520391110Q20,2,241665051,25+,-525,1.1904762,1.19,4/21,None Specified,Giannis Antetokounmpo,Unknown,None Specified,11979,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200182991_13L42648Q1-1786549384Q20,2,241665051,30+,-175,1.57142858,1.57,4/7,None Specified,Giannis Antetokounmpo,Unknown,None Specified,15791,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200328087_13L42648Q12069295534Q20,2,241665051,32+,-115,1.86956522,1.86,20/23,None Specified,Giannis Antetokounmpo,Unknown,True,18687,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200183004_13L42648Q147078906Q20,2,241665051,35+,+155,2.55,2.55,31/20,None Specified,Giannis Antetokounmpo,Unknown,None Specified,25504,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200183019_13L42648Q11296223914Q20,2,241665051,40+,+390,4.9,4.90,39/10,None Specified,Giannis Antetokounmpo,Unknown,None Specified,49019,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200183038_13L42648Q11086310480Q20,2,241665051,45+,+1000,11,11.00,10/1,None Specified,Giannis Antetokounmpo,Unknown,None Specified,110038,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665051#200229219_13L42648Q1-286391722Q20,2,241665051,50+,+3000,31,31.00,30/1,None Specified,Giannis Antetokounmpo,Unknown,None Specified,310019,['SGP'],"[{'id': '33178', 'name': 'Giannis Antetokounmpo', 'type': 'Player'}]",Player Points,Points,Giannis Antetokounmpo Points
0QA241665059#200182983_13L42648Q1-1665381124Q20,2,241665059,6+,-900,1.11111112,1.11,1/9,None Specified,Grayson Allen,Unknown,None Specified,11183,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200182990_13L42648Q1258387513Q20,2,241665059,8+,-400,1.25,1.25,1/4,None Specified,Grayson Allen,Unknown,None Specified,12590,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200183017_13L42648Q1243631508Q20,2,241665059,10+,-195,1.51282052,1.51,20/39,None Specified,Grayson Allen,Unknown,None Specified,15117,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200183035_13L42648Q12000308824Q20,2,241665059,12+,-115,1.86956522,1.86,20/23,None Specified,Grayson Allen,Unknown,True,18635,"['MostBalancedOdds', 'SGP', 'MostBalancedGlobalProbability']","[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200183058_13L42648Q11337895931Q20,2,241665059,15+,+190,2.9,2.90,19/10,None Specified,Grayson Allen,Unknown,None Specified,29058,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200183074_13L42648Q1-1088221744Q20,2,241665059,18+,+390,4.9,4.90,39/10,None Specified,Grayson Allen,Unknown,None Specified,49074,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200183117_13L42648Q1-1697847620Q20,2,241665059,20+,+600,7,7.00,6/1,None Specified,Grayson Allen,Unknown,None Specified,70017,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665059#200229150_13L42648Q11520391110Q20,2,241665059,25+,+2000,21,21.00,20/1,None Specified,Grayson Allen,Unknown,None Specified,210050,['SGP'],"[{'id': '33143', 'name': 'Grayson Allen', 'type': 'Player'}]",Player Points,Points,Grayson Allen Points
0QA241665142#200183332_13L42648Q1-1665381124Q20,2,241665142,6+,-1000,1.1,1.10,1/10,None Specified,Kevin Porter Jr.,Unknown,None Specified,11032,['SGP'],"[{'id': '32991', 'name': 'Kevin Porter Jr.', 'type': 'Player'}]",Player Points,Points,Kevin Porter Jr. Points
0QA241665142#200183388_13L42648Q1258387513Q20,2,241665142,8+,-400,1.25,1.25,1/4,None Specified,Kevin Porter Jr.,Unknown,None Specified,12588,['SGP'],"[{'id': '32991', 'name': 'Kevin Porter Jr.', 'type': 'Player'}]",Player Points,Points,Kevin Porter Jr. Points
0QA241665142#200183453_13L42648Q1243631508Q20,2,241665142,10+,-200,1.5,1.50,1/2,None Specified,Kevin Porter Jr.,Unknown,None Specified,15053,['SGP'],"[{'id': '32991', 'name': 'Kevin Porter Jr.', 'type': 'Player'}]",Player Points,Points,Kevin Porter Jr. Points
